comps,compAVG
1,26776.0000
2,13036.5000
1,22695.0000
5,15028.2000
48,9622.6667
45,8012.6034
4,13374.7500
182,11003.3321
2,29060.5000
5,13419.2000
1,20148.0000
58,9763.9000
163,7319.3608
4,11428.0000
1,24588.0000
6,11947.3750
29,13582.4286
2,12841.5000
3,74161.3333
24,12182.0313
15,9726.4091
2,19755.5000
31,10208.0278
11,17631.0000
11,11388.0714
21,13319.5000
1,14721.5000
1,19925.0000
11,13148.0000
1,30513.0000
1,43522.0000
3,16817.0000
13,8915.3750
36,10761.4000
1,21235.0000
1,35952.0000
1,20310.0000
2,13763.5000
1,24804.0000
5,31701.0000
4,33219.0000
7,10637.8571
3,17449.3333
11,8519.5294
2,20609.0000
4,11678.5000
2,17837.0000
1,18855.0000
1,18918.0000
1,25390.0000
10,8759.5625
11,10154.2143
10,11407.8000
3,17858.0000
29,15195.1000
2,22498.0000
27,10550.9032
31,9874.7250
4,13307.7500
55,14257.9153
1,42262.0000
32,10313.4000
1,17047.0000
109,15257.5039
26,10533.7727
3,21796.6667
6,15287.1667
1,17251.0000
35,11699.7143
2,24478.5000
6,11982.1667
9,14715.8889
1,26474.0000
1,30930.0000
5,14826.0000
15,13628.8889
4,14390.0000
6,13482.2857
5,11922.4000
15,9303.7333
78,9640.4314
1,26275.0000
9,11042.2000
1,41538.0000
3,15046.2500
1,17968.0000
1,32702.0000
1,24380.0000
8,16296.8750
2,12972.5000
1,15551.0000
2,13797.0000
1,17600.5000
3,22943.3333
2,27193.0000
1,17774.0000
3,16889.6667
1,30438.0000
2,15158.0000
10,11853.8333
1,16511.0000
3,15796.3333
3,12295.7500
29,7769.9600
2,34407.0000
2,11980.0000
3,18566.6667
1,14355.0000
1,25506.0000
16,13966.7895
1,15183.0000
9,10220.8462
15,10232.0000
1,15900.0000
33,9974.2105
1,17091.0000
23,9663.5625
2,11542.0000
12,9611.7895
13,10695.6429
3,25931.3333
1,17221.0000
1,18527.0000
1,21637.0000
1,14389.0000
2,21783.0000
5,11224.1667
1,15404.0000
5,12890.2000
1,16722.0000
1,10446.0000
2,16297.5000
2,18124.0000
11,12297.3571
84,9949.6957
1,28204.0000
2,19128.0000
19,10387.0833
11,11823.4545
3,21707.0000
51,7239.4302
6,14242.2857
4,18891.2500
1,13294.0000
13,12675.9231
5,12627.1667
5,17913.4000
36,10587.3500
21,12024.0000
8,11359.5556
2,33739.0000
1,13195.0000
11,11113.4615
1,39715.0000
15,12831.3889
2,23107.5000
1,15676.0000
1,14413.0000
3,18710.0000
8,13814.7500
2,17035.0000
3,31169.0000
17,15525.5000
1,18498.0000
13,7838.8750
3,12166.0000
1,15236.0000
22,12328.0769
12,9382.4211
4,10533.8571
1,30849.0000
19,12303.3810
4,9485.0000
2,12398.0000
5,16107.6000
10,17331.1000
46,6873.2529
4,25635.0000
32,9118.5238
3,15347.0000
4,11896.4000
41,8065.1034
27,7758.5472
3,16370.3333
2,13011.6667
4,12104.2500
10,9999.6000
1,46432.0000
9,13241.4444
1,11039.0000
1,15864.0000
10,17846.9000
3,19715.3333
7,13343.6667
3,14678.3333
3,13962.3333
3,18181.0000
1,31639.0000
1,17396.0000
1,37758.0000
15,12059.8125
27,15309.7222
2,20041.0000
2,37028.0000
9,12067.0714
1,24055.0000
5,21536.6000
1,14900.0000
2,12670.5000
1,17540.0000
1,25740.0000
3,14902.0000
8,12908.9000
7,14253.4286
5,18065.4286
28,12433.8378
2,12749.5000
30,10820.3750
6,13037.8333
2,17310.0000
56,13057.2742
2,16629.0000
5,15069.8000
1,18295.0000
3,13025.2500
1,13231.0000
1,24838.0000
14,19026.4286
1,17521.0000
2,15173.0000
33,12857.1053
41,13194.0625
14,9031.3200
1,15720.0000
3,14961.3333
1,16885.0000
1,15151.5000
10,14407.6000
1,23972.0000
6,13619.3333
49,14041.8679
20,17388.1000
1,12570.0000
2,12367.0000
6,17199.7143
7,15887.1250
10,14761.2727
1,16110.0000
1,31128.0000
1,26177.0000
1,19602.0000
67,10610.3733
4,17497.7500
1,23218.0000
1,14599.0000
4,13104.7500
16,12763.8235
4,15995.7500
6,14696.0000
1,29414.0000
1,18739.0000
25,11997.6552
7,13581.5714
5,17935.0000
1,14642.0000
1,25775.0000
22,12328.0870
5,15238.2000
1,19249.0000
6,17357.3333
3,16572.0000
1,13505.0000
7,13779.1429
50,7819.1304
17,11036.7500
1,20033.0000
3,11364.5000
2,12396.5000
4,14039.7500
7,11801.3333
8,12880.6250
2,19259.5000
11,11426.7692
7,10889.2857
2,28173.0000
4,22585.2500
9,11496.2000
1,11433.0000
32,10285.2642
5,16667.6000
1,38578.0000
4,15007.0000
10,14969.9000
36,10023.5510
3,15271.6667
6,11304.7500
1,19867.0000
5,13598.6000
2,38589.0000
1,17486.0000
1,11604.0000
4,8553.2000
8,14435.8889
11,11892.6364
51,9125.2368
1,17665.5000
4,11946.7500
2,11658.3333
1,21749.0000
2,11990.6667
21,9411.4474
9,13398.1111
42,11171.1304
17,10993.2727
18,9858.2000
2,14370.0000
32,8282.4490
2,17494.0000
12,8911.7500
1,37512.0000
123,9032.0979
11,8890.6429
9,11188.4545
6,17412.6667
2,12890.0000
3,19821.6667
110,8813.2617
12,9631.0000
3,15255.0000
37,9908.6600
1,18434.0000
2,13068.5000
18,11176.3000
21,11083.3667
9,12381.0000
2,19494.0000
37,8416.3500
3,17666.6667
19,11620.3600
37,11649.5435
29,10151.4359
3,17078.6667
1,16156.0000
13,15509.7143
2,18286.0000
58,7246.4312
2,13900.0000
3,12870.0000
3,12353.5000
5,10365.5000
1,18373.0000
4,23231.5000
10,10997.0000
57,10152.1739
10,8374.2143
16,8653.5500
34,9340.2051
30,11379.7500
2,19121.5000
9,8016.8667
12,13488.0000
8,9807.2500
1,18767.0000
5,13145.2000
10,12815.1538
2,18272.5000
29,9584.3256
9,15884.0000
21,12460.7917
10,10774.4615
2,14579.0000
34,9300.5556
3,13723.3333
27,6925.9211
2,20519.0000
6,22890.8571
4,12750.0000
1,42119.0000
8,14081.8462
1,20255.0000
11,15248.2308
16,14558.6471
10,12228.1818
2,20567.0000
2,19914.0000
37,12535.7551
5,12568.8000
20,9954.9130
13,11318.5000
6,9708.5714
1,13642.0000
1,13652.0000
30,8528.7143
27,10646.5429
1,31721.0000
19,9565.1935
11,15872.2000
18,9534.6087
3,10119.5000
5,11649.4000
1,21827.0000
1,21019.0000
2,23333.5000
43,10132.0492
2,15943.0000
10,12891.8000
2,21858.5000
2,26821.0000
1,15200.0000
1,27140.0000
20,10583.2000
4,14109.7500
2,25788.5000
23,10590.6552
1,14735.0000
14,13789.0000
5,16006.6667
1,30478.0000
1,26293.0000
9,10091.0667
61,7914.6239
1,29476.0000
3,17872.0000
2,24642.0000
1,16412.0000
2,25443.5000
16,17274.5000
16,9991.4000
2,15142.5000
2,19346.0000
2,21698.0000
5,12889.4000
4,17214.0000
2,13323.0000
9,11379.8889
4,20388.2500
1,20129.0000
16,11169.7083
2,18166.0000
4,19676.2500
6,16190.0000
1,35628.0000
1,12639.0000
2,18125.0000
1,20616.0000
1,27647.0000
14,10054.8333
2,14289.0000
1,25401.0000
29,8158.4222
4,10202.8333
25,9687.0323
2,14315.0000
2,13142.0000
1,17759.0000
2,8171.0000
68,12107.8427
1,17258.0000
1,18217.0000
2,15363.5000
1,16224.0000
1,14758.0000
5,16856.6000
3,14690.7500
2,23896.0000
1,21892.0000
22,13788.1923
4,11416.7500
10,12095.8182
1,18059.0000
22,7651.5789
1,14197.0000
1,19931.0000
1,18161.0000
1,23551.0000
2,17139.5000
4,18235.0000
1,16803.0000
8,16881.1000
4,10429.7500
2,15285.5000
2,44727.0000
7,10169.7000
17,13952.4737
1,13142.5000
97,7786.3532
32,11256.8444
4,13068.0000
1,16884.0000
4,18744.7500
1,37112.0000
1,22064.0000
1,19010.0000
1,16492.0000
1,31106.0000
3,23174.6667
1,18893.0000
2,23951.5000
5,13209.7143
19,15415.5652
15,10431.7059
10,14607.0000
2,15389.0000
1,18550.0000
10,11359.7273
4,16497.0000
2,15738.5000
1,23471.0000
16,12055.7727
14,11009.8421
3,17933.6667
1,16770.0000
33,9298.9792
2,12223.0000
1,15282.0000
1,38581.0000
2,24277.5000
49,12317.1250
16,10673.7273
1,14757.0000
1,15506.0000
2,14756.0000
17,12471.6000
2,14058.3333
1,35909.0000
1,17360.0000
1,22987.0000
1,17515.0000
1,19111.0000
5,14564.4000
21,13524.3750
8,14329.9091
1,22267.0000
2,10336.5000
12,10085.5789
5,14792.2000
1,15917.0000
3,13083.0000
1,17460.0000
2,19737.5000
2,16222.0000
71,5918.2101
5,11907.0000
4,12384.2500
9,13107.5455
2,14784.5000
1,33063.0000
93,8149.6299
4,10885.6000
4,9374.7143
8,12490.6250
2,11558.5000
1,13491.0000
3,12162.4000
1,29327.0000
4,10412.0000
4,14231.0000
9,11688.1818
6,10441.0000
1,9831.0000
3,18785.3333
2,16043.0000
27,8488.9302
13,11984.3077
1,18323.0000
12,10194.5238
1,14543.0000
1,26411.0000
12,14267.0000
3,16942.0000
3,22309.0000
1,47979.0000
11,9173.1429
2,16121.5000
17,9302.5455
6,16066.3333
1,14656.0000
5,20917.0000
1,20853.0000
4,17109.7500
19,8279.9655
9,19654.6667
1,18103.0000
1,15126.0000
1,20815.0000
1,20686.0000
4,10060.7143
19,16304.7143
6,10234.0000
4,14948.7500
12,10089.8333
15,11489.1667
12,15278.4167
22,9549.8065
2,11462.6667
43,8520.2903
4,11430.5000
2,21541.5000
9,11788.0000
17,11746.3333
7,18454.0000
5,13437.8000
3,22185.0000
7,14216.3636
8,14389.6000
32,6828.2364
1,17146.0000
56,9609.5909
33,9461.6452
1,17481.0000
1,19322.0000
1,17045.0000
1,49435.0000
2,25999.0000
16,15830.4211
3,13119.6667
4,14687.7500
3,14432.0000
1,26130.0000
1,12702.0000
11,12188.9167
1,17715.0000
33,8565.8846
1,15001.5000
1,17218.0000
1,22233.0000
1,16092.0000
2,16395.5000
1,11483.0000
5,22074.0000
1,19231.0000
2,15860.5000
2,13782.5000
13,13041.0625
11,10361.7778
1,18926.0000
2,8624.6667
3,18153.3333
16,11074.8000
2,15979.5000
11,16611.0000
19,12843.3158
3,12033.0000
2,19717.5000
2,15520.0000
2,13372.0000
5,13032.4000
10,8214.3529
3,10888.8000
86,7938.0000
1,21554.0000
10,10399.5833
14,9691.6667
1,18624.0000
3,12907.6667
4,14620.5000
3,11932.7500
1,15638.0000
14,12401.0625
7,12732.1429
3,16752.3333
1,31976.0000
1,22189.0000
3,17093.6667
5,14556.0000
1,20397.0000
7,12027.7143
2,14579.0000
6,18365.2857
12,11671.8824
5,11511.8333
7,19279.7143
10,12229.0000
14,14085.0000
18,11906.3500
1,33364.0000
1,18593.0000
14,9041.0000
7,11284.0000
2,16173.0000
1,22134.0000
1,25538.0000
3,18409.0000
1,17574.0000
7,14650.1429
4,15824.0000
2,15108.0000
3,17098.6667
33,9650.2273
1,22079.0000
1,17825.0000
7,16080.0000
3,8201.0000
1,21067.0000
48,9200.9872
1,19089.0000
4,11672.4000
3,24905.0000
15,11434.9444
3,13930.2500
1,13783.0000
6,17265.5000
8,9068.1538
17,10582.8333
2,15721.5000
5,15737.4000
5,18057.6000
1,17074.0000
5,16115.0000
100,12396.7273
4,15266.7500
6,16623.6667
1,19523.0000
69,8971.4227
1,17211.0000
41,10388.3269
8,11234.8889
2,18494.6667
1,12605.0000
1,13009.0000
1,16468.0000
4,15237.7500
1,19704.0000
7,15923.8571
1,18154.0000
6,19770.0000
1,26469.0000
24,16015.5200
1,21720.0000
18,9431.0000
3,16970.0000
55,9404.2151
15,10807.2857
11,12130.0000
1,23602.0000
54,11050.0132
1,19596.0000
12,17006.1667
2,15183.0000
6,12095.7500
2,13446.0000
5,12457.6000
1,13384.0000
2,23866.0000
1,23915.0000
1,15782.0000
1,33259.0000
1,24028.0000
1,24970.0000
12,9876.4286
58,9220.0000
1,16769.0000
19,12575.7391
44,10090.7222
1,16494.0000
20,13763.3750
16,7514.1000
2,14734.0000
4,16214.5000
2,16980.0000
4,16090.7500
3,20038.6667
2,12914.5000
3,12778.0000
15,9526.6087
4,17261.0000
3,15545.6667
14,12940.9000
1,28895.0000
14,17571.6250
1,12715.0000
17,10586.1667
91,8433.9725
5,13787.2000
10,10027.8000
5,16721.4000
4,15035.0000
29,9304.5000
40,9283.5000
44,7199.5625
8,10612.8889
9,14487.2000
1,17080.0000
1,10781.0000
28,8459.5263
14,10063.7333
9,12214.0000
4,19556.0000
1,27204.0000
34,12058.6346
20,13513.4167
4,20098.7500
7,12596.7500
13,10800.0000
2,17758.5000
5,11456.5000
2,14476.3333
1,13980.0000
3,19244.6667
19,12121.4500
2,15226.5000
14,13313.2941
4,13259.2500
1,16314.0000
11,10675.9286
5,16796.2000
5,11925.5000
1,21696.0000
12,11691.3333
4,45368.7500
2,16702.5000
1,14953.0000
21,10750.0833
4,16498.0000
3,15355.6667
2,12518.5000
38,16732.0263
9,11049.8182
1,17033.0000
1,14649.5000
4,15877.7500
1,12330.0000
16,8844.3600
2,19333.0000
13,11448.7692
1,22818.0000
23,11403.1818
1,21468.0000
1,25234.0000
1,17534.0000
9,20735.5556
8,13962.5000
4,11018.0000
11,13646.0909
19,8800.1739
1,20112.0000
5,13917.0000
2,17990.5000
1,13176.0000
1,23622.0000
1,118600.0000
5,13826.4000
8,10561.3333
3,18975.6667
2,34813.0000
1,15858.0000
1,17331.0000
1,17866.0000
31,9586.5862
1,16048.0000
14,13232.6471
1,14631.0000
2,14584.0000
2,11917.0000
6,9372.4286
26,8148.7429
1,17561.0000
4,13240.5000
1,14724.0000
12,11948.5714
12,12796.8462
3,14902.6667
4,10423.7500
3,14236.6667
3,13399.6667
10,15699.4000
1,16558.0000
97,6792.2632
13,7786.3333
2,14599.0000
4,15893.5000
2,13557.5000
1,16266.0000
43,7562.4348
13,15044.0000
3,16477.6667
1,14404.0000
2,11620.0000
3,27858.0000
1,18208.0000
2,20154.5000
99,5204.1243
1,10679.0000
1,12607.0000
1,11814.0000
2,17090.0000
19,9049.8000
50,7420.8235
2,14483.0000
10,11550.7000
5,16943.0000
8,17714.3750
1,16680.0000
4,11399.6000
87,10054.3269
1,17315.0000
1,28926.0000
3,25629.0000
3,13472.0000
19,10212.8000
4,13111.5000
3,12073.6667
8,15726.7778
29,9088.0811
2,16816.0000
1,15916.5000
6,8472.3333
2,15608.0000
9,13850.0909
5,11407.4000
86,8725.3932
1,34922.0000
3,15899.0000
5,14619.8333
33,8878.9048
6,15192.7143
26,8334.1224
2,11228.5000
7,15162.0000
22,8869.7391
13,11144.7692
2,18156.0000
2,17796.0000
13,11238.6250
1,32847.0000
15,8311.9500
8,13569.8750
2,12170.0000
7,9844.8571
8,10116.6667
4,11771.0000
19,12064.7895
47,8492.3803
2,25026.0000
8,11609.2000
4,17475.5000
166,10789.3919
2,15467.0000
1,29458.0000
1,18993.0000
4,21435.2500
38,15522.2979
4,10875.0000
4,14354.7500
16,14205.3889
1,14642.0000
29,7246.4545
48,8079.1429
1,12348.5000
10,12098.6923
18,11009.5556
2,19007.5000
8,12651.0000
3,12566.6667
3,14974.6667
1,26354.0000
1,32123.0000
55,7906.4598
1,14579.0000
3,21341.6667
8,8947.7333
1,15670.0000
1,19904.0000
1,18732.0000
15,10107.7778
69,11516.2308
11,11020.8333
1,15141.0000
9,10999.8333
6,10394.8571
7,13261.0000
1,16787.0000
2,20589.0000
39,7753.4355
7,11196.5556
4,9144.3333
1,22133.0000
2,21372.5000
8,11343.2222
1,12695.0000
5,13266.4000
4,9795.0000
1,34680.0000
2,13153.0000
1,40890.0000
2,17506.0000
1,39220.0000
2,14549.5000
1,30861.0000
1,16436.0000
22,11299.4828
30,8156.4082
1,16362.0000
6,15017.3333
1,14906.0000
1,11419.5000
1,16219.0000
1,14494.0000
11,14559.5714
33,8633.2553
2,14931.0000
1,16429.0000
1,17509.0000
72,8229.5727
6,14202.0000
1,16857.0000
7,12680.2000
1,15963.0000
44,10183.9259
3,18412.6667
4,11757.5000
1,23725.0000
3,14228.6667
1,15917.0000
1,22012.0000
2,12641.5000
5,11683.8889
4,12317.2500
1,16735.0000
3,15407.3333
5,12202.0000
1,31478.0000
1,23390.0000
5,13699.0000
41,10946.3023
12,9782.7222
17,12860.9444
1,12899.0000
2,10876.0000
1,14549.0000
12,10816.2609
1,51001.0000
1,21021.0000
6,15312.5000
5,10243.8000
4,11723.0000
1,23884.0000
1,24104.0000
6,11076.7143
1,13702.0000
8,14923.6250
9,11339.0000
2,22407.0000
7,11462.5714
2,22553.5000
7,10935.9167
39,7947.0274
3,15913.0000
1,35025.0000
46,8588.0702
1,17963.0000
1,15015.0000
4,13673.0000
1,21712.0000
65,8826.9121
1,36389.0000
27,8487.5366
92,17243.7158
1,39366.0000
31,9318.7273
2,19157.0000
17,9125.4412
4,11654.0000
1,27192.0000
2,25201.0000
2,21362.0000
1,12901.0000
9,11686.0000
3,29204.0000
1,21726.0000
4,14224.7500
2,13437.5000
28,11478.2759
6,11169.7143
4,15633.7500
5,14882.0000
1,19080.0000
5,15104.5000
3,15938.0000
4,12522.2500
2,12988.5000
40,15332.8043
1,18546.0000
1,31250.0000
2,13146.0000
1,14631.0000
1,23931.0000
1,21306.0000
4,19198.2500
7,9902.8000
2,15006.0000
1,10516.0000
6,13962.3333
26,11125.7407
7,15242.8571
2,18032.5000
1,11883.0000
4,11904.7500
5,16251.6667
2,20132.5000
2,38470.0000
3,12847.0000
2,11781.5000
8,10354.7143
1,15689.0000
77,6712.9194
7,16891.0000
38,11591.4615
1,16847.0000
11,15779.5455
1,55584.0000
13,11966.9375
28,8610.8529
17,11428.0417
3,11852.0000
1,10168.0000
5,14033.0000
1,13557.0000
64,7470.1102
1,22361.0000
3,16819.6667
4,13668.2857
10,12278.2000
11,15918.7273
3,13063.0000
4,17515.7500
9,11108.1818
29,10957.6061
3,14166.3333
3,16387.3333
8,10825.7500
2,18158.0000
1,23852.0000
1,16317.0000
13,7486.4118
1,12206.0000
1,22975.0000
30,9809.2286
67,6329.6161
3,21282.3333
3,12336.0000
2,13176.5000
5,13970.7143
2,21656.0000
8,11679.0000
4,13408.8333
3,12255.3333
2,43544.5000
16,10340.5263
75,8401.1022
3,14792.0000
51,8730.6905
2,21082.5000
1,34231.0000
8,10377.2727
37,9868.0172
1,26454.0000
18,13113.1111
29,8345.0323
8,11428.6923
45,9228.9028
2,14867.0000
3,24819.0000
1,19695.0000
13,12461.6429
3,11486.6667
7,11265.1429
1,41427.0000
19,10178.2692
51,7648.2987
2,17710.0000
1,12880.0000
4,12173.5000
3,9807.8000
1,39153.0000
1,21175.0000
18,9494.5517
1,24157.0000
7,13828.8889
4,11000.8000
1,30983.0000
3,10754.8571
1,19471.0000
10,8731.5455
1,16338.0000
1,24157.0000
2,11823.0000
3,11185.0000
1,27182.0000
3,11414.6667
1,17073.0000
1,10059.0000
4,12589.6000
43,10594.1525
3,12063.3333
1,21753.0000
1,17034.0000
7,11964.7143
19,10505.0000
4,19189.7500
2,12802.0000
1,13358.0000
1,15253.0000
17,9543.1429
7,12092.2857
3,12293.0000
1,13966.0000
9,10977.0000
14,9793.3000
4,11389.5000
4,11882.7500
1,14365.0000
1,22348.0000
1,27187.0000
1,17292.0000
1,18720.0000
25,10834.9643
5,14222.6000
3,17667.3333
7,10914.7500
1,17939.0000
21,13435.2727
1,16420.0000
57,8352.7000
5,11695.8333
2,14807.5000
3,16541.0000
2,32200.0000
3,18401.3333
49,9104.3443
19,9954.1905
1,18983.0000
6,11074.6250
27,9720.6053
2,19966.0000
1,16374.0000
9,9676.7273
3,12734.8000
3,24504.0000
1,16442.5000
1,20980.0000
5,10738.2000
1,19383.0000
1,12227.0000
3,24170.5000
2,13326.5000
6,11448.0000
5,21010.8000
7,11081.3636
6,15823.1429
3,13978.6667
84,12517.0100
5,11307.4000
20,15882.5238
2,21029.5000
3,21438.6667
22,10614.7778
4,12348.7500
1,31032.0000
1,15871.0000
10,10251.9000
1,27041.0000
2,11393.0000
3,15960.0000
1,16411.0000
22,7644.5556
1,16285.0000
1,17744.0000
4,10039.2500
15,10999.7647
3,28793.3333
1,17447.0000
2,14662.0000
3,8638.5000
1,16989.0000
2,11971.0000
12,13431.3333
1,18004.0000
1,17312.0000
29,12673.8235
59,8287.1010
25,14138.6296
1,17662.0000
2,21596.5000
2,29953.0000
6,15937.1667
1,12550.0000
10,8457.2353
9,11346.9231
3,13234.6667
1,22076.0000
10,13271.1818
2,15579.5000
1,21084.0000
4,21127.5000
6,24230.3333
1,31497.0000
5,11452.4000
5,12016.8571
9,9134.1000
1,17883.0000
2,18147.0000
20,10529.3810
3,11490.0000
11,11166.2857
3,15301.3333
1,15969.0000
2,13952.5000
1,15788.0000
26,11927.5556
3,14403.2500
36,11584.3590
3,16296.3333
4,14586.5000
4,13607.5000
2,15240.0000
3,14242.0000
1,16382.0000
1,13127.0000
7,10480.0000
58,11284.7258
9,10206.9167
1,14863.0000
16,16923.5652
3,28896.3333
1,14422.0000
1,26410.0000
1,15905.0000
1,21696.0000
2,15596.0000
2,24840.5000
1,17520.0000
4,12302.8000
2,18311.5000
4,14203.2500
12,11533.7778
1,19220.0000
4,12412.2500
93,9298.2365
1,19329.0000
45,13152.3191
11,15040.7273
