333,pyraminx
1213,765
2638,1411
1290,625
7475,1774
1129,1175
804,605
2371,1528
1070,666
1764,1799
1158,1462
5348,2902
1367,1932
1732,2398
3513,2611
1555,1012
1406,696
2436,1809
1218,1083
2013,1868
1614,1423
1384,1007
1475,1300
3134,3251
1733,1105
2266,1212
1296,973
1241,1153
1260,803
2051,1227
3676,2621
806,767
1537,1251
1337,753
2136,939
1795,1240
2286,2404
941,2157
1976,778
3541,2230
1877,1851
1281,891
4693,1262
1921,1297
1690,1576
3341,3049
3425,1483
1378,1314
1556,1582
3180,2653
1343,472
5069,2580
1363,964
2309,2295
1646,1639
1275,1833
702,646
982,646
1286,1207
2707,3461
1937,1327
1389,396
1373,538
1132,1606
1922,1604
2806,2006
2853,1536
3172,1725
2286,1159
4193,2013
1241,1701
2948,2005
2224,1753
1391,829
2425,1482
1445,1084
2386,3318
762,992
6969,2609
1526,924
1678,612
1434,1384
2919,1485
3151,1940
942,579
1430,1432
4656,3817
1483,1398
1994,1184
953,749
3547,2182
2423,1636
4368,1901
1604,1028
3059,2753
1433,687
3592,2207
2594,995
753,911
2138,3022
4005,7952
3986,1362
1007,727
1887,9255
967,1081
3760,2995
1839,1907
1458,1420
2837,1598
1312,2107
9030,2983
1683,1775
4533,1682
959,697
2564,3248
9201,3863
3296,1798
2851,2051
1504,1317
2099,1847
2107,1501
1584,1543
1399,554
1368,1148
1333,815
6112,2000
1335,689
1585,2371
3610,2100
886,513
3726,1863
1247,1668
1826,2402
2380,1639
2272,2404
2825,1456
768,1046
2080,2114
4630,1701
2511,2766
1196,1252
1836,1312
2580,2443
2035,3449
1629,1103
1033,594
1252,1566
1282,2161
1714,851
2346,1412
2455,2257
1517,792
5533,4170
1751,2014
1703,3226
2254,1098
1771,1377
1772,1528
1375,1289
1703,928
1234,941
1452,3757
1383,802
1459,1524
1124,5111
1115,431
3142,2251
1302,626
2139,1101
2081,1573
1152,646
2940,1701
1561,900
2218,1274
2745,1876
2088,880
2617,2124
954,968
963,1427
1074,676
1233,938
1408,1626
1929,1452
1570,1110
2301,1197
2290,1916
2213,1631
2944,2670
2183,1520
1149,973
948,1487
2096,3607
3886,1621
4714,2212
2062,4887
1999,1860
2518,1616
1102,804
1749,1210
1423,615
1808,2219
2693,781
2812,2045
1525,1537
1003,723
2935,2160
2572,1936
1233,608
1038,746
1137,686
5622,1885
3102,1871
4588,3622
1381,3567
1154,649
2220,1901
4027,1978
1095,1597
5694,3612
1051,505
1769,958
1208,1038
3248,1551
2059,1031
13058,4179
1357,893
2839,1671
1428,821
742,535
993,888
1097,968
2029,1874
2597,1873
2056,1359
2704,3046
2378,1325
1473,714
1494,1250
3048,1594
1620,806
1389,951
4236,2854
895,1331
3333,1706
1737,1398
1479,1136
2068,1229
1480,1196
3289,1652
1258,832
1288,1758
2384,1888
1382,736
1409,1414
1366,1486
1993,1576
1402,902
1112,1405
2422,1450
1735,975
1415,1812
1554,1589
1282,2492
1026,774
1467,2226
3665,1331
2752,1123
1718,1627
1226,1862
1898,1873
3544,1632
2277,2461
802,329
1197,1000
1203,1070
1099,670
1886,1297
926,1888
1641,1531
1176,716
1663,1684
1264,406
1149,542
2696,3301
1290,1549
4101,1591
1647,512
2642,1641
1834,1329
1958,877
1935,1359
6237,2178
1321,993
1298,1117
3248,2329
1357,1774
1468,1058
1197,1271
1407,767
1322,1249
6591,5571
3028,1360
4509,3414
1268,825
1533,1479
4068,1369
2856,1130
1443,632
2175,1612
1651,2488
1734,849
970,943
1182,660
1602,1639
1572,3026
1820,1740
1702,1961
2276,2210
3428,1911
1405,1404
1395,533
1691,1247
1396,2490
5744,4621
2543,1441
1189,557
1259,951
3519,3760
1581,1509
2086,1481
1193,391
2969,1980
1694,1880
2586,1930
2502,1910
2235,1563
2093,1374
842,1060
1156,1237
2380,2503
2661,1729
1880,2314
1375,1396
2013,1484
999,1030
1254,1085
2318,1722
1277,1358
3955,2775
1473,1023
1159,1195
1985,1288
1355,796
1564,1368
1403,543
1176,1159
1719,940
4304,1338
2948,1361
4931,1879
2435,1779
804,597
1879,1229
861,386
1255,791
1182,657
1353,1379
1956,1008
1298,543
3859,1759
1433,2760
2425,2252
1198,1554
1328,1323
1240,2222
1930,517
3577,1802
3049,4373
1586,778
2297,1416
1401,1032
4527,2537
2502,1529
1357,2653
2504,2918
1846,1181
2049,1823
705,469
1633,3035
1760,1870
1057,719
1317,808
1702,1030
1731,2383
1073,788
1814,1394
1187,494
1224,892
1364,825
1405,1159
1222,843
3955,3541
5037,1977
1698,1276
1936,1395
2154,1670
2141,1846
2083,892
1942,2345
3219,2336
2351,1216
2149,1220
1606,1680
3525,1578
4278,1560
1149,726
1535,933
1223,757
1558,1388
1065,421
2578,1594
2096,1220
1890,2700
4328,1666
2921,2649
2088,1259
1475,2062
4048,6235
1074,1716
834,807
2134,2315
2243,1100
1234,1547
1219,2072
7198,6737
3036,1323
1076,800
1967,1578
2252,1712
1679,1441
901,668
1982,2228
4557,2313
1760,952
4687,4441
5716,2537
3923,1879
996,711
7055,3338
2472,3599
2195,1572
2124,873
1339,1385
1047,680
1264,1441
4425,2189
4783,10450
2264,1995
1285,975
2389,3636
1001,365
3259,4084
1056,1036
1051,1021
1656,1153
11255,2903
1376,1073
857,501
1065,702
1004,726
2032,1822
982,636
2656,2144
1776,1328
1571,1000
3150,1443
7011,2833
1392,1998
5903,5618
2381,2080
958,3468
1840,1328
1501,1308
1977,1691
2426,1254
2669,3376
1847,2261
1186,471
1169,1066
1312,1481
1913,1566
2397,2186
1556,1370
3075,1722
1670,1376
2781,824
3340,968
1336,791
1707,2325
2437,1864
1057,640
1137,475
1646,951
5204,1568
2860,1298
1523,1463
8212,1942
1537,1084
3136,2587
1649,1704
1704,4021
1151,3029
1202,2050
1177,801
1721,1414
1224,1050
1935,1982
2607,2202
6966,5735
2620,2313
3739,2378
8898,2316
1294,571
967,324
1427,1075
3224,2878
1186,1386
1607,558
1499,719
5320,5398
1622,1279
1680,2343
2053,1204
1291,575
6376,3033
2437,1589
1104,645
1567,2876
1508,1264
1229,506
1990,1556
2452,1625
1765,936
1762,1118
3214,1283
2117,1180
8126,8389
2946,2115
2352,2043
1945,768
2600,1341
3874,1840
4955,1857
1336,1212
1099,469
918,953
1909,2588
1957,956
1134,1812
2608,1250
1626,2692
2236,1541
1734,1964
2585,1786
2402,1563
1259,1983
1914,1129
1654,2463
1522,1172
937,621
2660,1668
2749,1499
1782,2085
2773,5092
8321,1971
1239,825
2124,1389
2048,1204
1237,918
1509,1603
3159,1864
1827,1763
1616,1378
1469,592
860,758
882,579
1155,796
2558,3085
1669,749
1106,1076
1201,1131
1182,1647
1428,1725
1555,1138
1395,675
1320,872
1955,2053
2528,1094
3540,1386
1378,933
1807,1125
811,395
1118,976
1429,1206
1299,582
1308,1030
1523,1525
2523,2189
696,488
1754,623
1352,903
1568,1511
3595,2119
1557,1252
1654,2300
2884,2003
3304,3180
2244,1720
3377,1738
1358,674
2599,1092
553,420
2431,1278
1604,712
1009,642
1362,944
1407,843
2655,1131
1393,2366
786,673
1573,1515
1212,982
1410,1182
1797,1236
1771,1234
1445,1222
1208,923
1770,2546
2540,1788
1454,1579
2168,1439
3130,807
1552,1139
1689,1192
887,553
1363,1011
1426,529
1452,1682
2565,2010
1389,1307
2026,2222
2084,1246
937,758
3491,1683
2213,1802
3853,2533
1839,3639
2268,1405
1588,998
1662,1714
2079,1842
1654,1293
1572,1131
844,1226
1328,1403
2149,1729
1513,506
2466,1575
1873,1186
2323,1006
1122,565
999,421
1469,2758
1924,974
1815,1384
2556,2232
1477,2024
1324,2167
2009,1102
733,516
1431,558
758,611
1583,575
2102,1869
1605,1500
835,1141
1703,1070
1756,2250
1793,675
1111,777
2354,1447
1959,1189
1683,1311
2373,1602
946,687
1144,793
1288,800
962,1336
2945,1990
2934,2913
2669,2499
1894,2100
1914,1000
1320,1021
1494,1155
1347,946
7998,3348
3143,1868
1084,1482
948,501
2166,1177
2039,1476
4352,1914
1129,1173
1654,799
1522,1474
1238,622
1017,404
3752,3740
2277,1987
1689,929
1029,886
3424,1555
2206,3216
4045,3809
1469,1037
1563,1846
5146,1657
5487,1877
1389,908
6354,1713
1599,1371
1603,1529
1307,1438
2781,2500
1369,629
1701,884
629,204
2484,1606
892,424
2712,1490
1513,2885
3353,2633
2314,2007
1646,2514
1245,1194
1085,1303
3129,986
1787,1344
2463,1997
1930,479
1331,417
2737,1082
1205,678
8431,2390
1743,1251
2143,7701
2337,1446
2409,2346
1653,1288
2096,1308
708,322
2321,1924
2399,1378
1260,987
1837,1721
1494,887
1062,698
2244,3320
1348,1415
1627,814
2787,2483
1787,861
1906,4606
1318,1449
1855,2012
1393,1292
2376,2152
1184,835
1380,1065
1000,447
3150,1542
1139,1167
1946,2131
2003,2109
756,1728
1817,1854
1404,1398
1094,1245
994,736
1535,861
1767,982
10232,3197
1443,1181
1857,1407
1834,2105
1674,2367
2134,1401
1001,1070
1093,746
2128,668
1732,1568
1954,1195
1349,2062
7423,3899
10631,5715
1290,1031
1818,4272
2158,2715
1306,1410
1376,1406
1783,693
2269,1956
1205,709
899,390
4600,2249
2298,1259
1935,1552
1085,787
1986,1534
1765,701
1441,1792
2035,1877
2301,1729
1418,774
2305,1275
1965,2077
947,391
2182,1507
943,690
1584,711
2428,2873
2794,1404
2341,1803
721,202
1471,970
8864,3741
1875,1596
998,1129
1459,919
1997,1439
2426,1710
1753,2182
1495,1607
1289,991
3071,1019
1041,613
2990,2364
1391,979
1240,1287
2344,2216
2476,1615
1593,1229
2610,938
3759,2024
1453,937
3854,2055
1529,1550
1818,2052
1285,1362
1021,544
899,601
1625,1047
10028,2822
1900,2349
1250,432
1412,1051
1856,5729
1202,921
1955,1166
2433,2471
1485,1325
2229,1589
2315,2255
2731,1107
3078,1792
1169,368
4568,1350
3942,1806
3388,1478
1354,1320
1764,2241
1403,2208
1685,2008
1447,1458
4951,1378
1729,1341
6195,2400
1088,1366
3701,1805
2056,1984
1414,945
1565,1378
831,1365
1850,1262
2104,1094
1212,1344
1769,1098
1145,636
1045,746
1091,1141
1208,635
1900,2768
3051,2644
737,430
4236,1254
5138,2669
1714,880
1446,1328
1877,2315
1591,1291
1762,957
2183,3437
1485,1290
2325,1089
2441,2842
2339,1565
947,583
1904,2160
1645,1134
1213,686
1216,1187
1064,342
1515,596
1887,1986
2193,1553
3090,1578
879,402
994,421
2934,2182
1210,1057
2701,2104
5692,2577
2027,1072
1712,1514
2517,4977
1933,3531
1400,1020
1198,1057
2023,1625
1491,1008
1453,963
1278,945
4212,3339
1140,787
1274,964
1708,1322
1510,1871
1268,1375
1577,921
1471,682
1259,798
2235,1710
1720,741
3374,2528
1625,1129
1979,1085
2238,2034
2116,1664
2680,2235
3001,2453
2702,1305
1619,807
1232,644
2376,3035
1391,956
1025,971
1782,1680
1509,1307
2477,901
1440,1841
2089,1318
8104,2022
1254,1754
1519,1466
1525,1140
1181,1385
1587,1565
1498,575
1281,1065
2076,2213
2554,3238
1964,2418
24641,6159
1548,1161
1666,1438
1880,1663
1384,1464
1377,1287
942,661
1953,2041
786,408
2498,2726
2125,1045
1153,584
1572,986
1971,886
857,322
1194,963
1338,2355
942,548
1352,1728
3270,1254
1233,783
1059,301
2275,1371
6327,3423
1211,931
1872,1576
777,1273
2258,1469
1868,1536
2604,2996
1561,1131
4978,2850
1786,1616
1646,1538
1527,3666
1761,1205
1385,1260
1097,565
2066,1711
1050,1189
1244,1612
877,667
1999,2922
2990,1534
1518,1033
2219,2008
775,437
3792,2815
1304,1229
2032,1730
1032,647
1365,449
1007,816
1634,530
773,653
4015,1841
1977,3235
1516,586
1242,1160
1380,1101
3949,3168
1793,946
2018,1866
1270,811
2422,1748
2082,1884
1237,1224
1889,2008
3761,1468
4340,1840
2102,1671
1752,2357
1269,2412
1625,1389
1120,474
1811,1370
993,472
1749,878
794,402
1709,1588
2442,2168
1176,993
5629,3400
1100,515
1997,2594
1185,1668
1847,1591
969,696
1115,764
1160,1379
1718,1132
4182,1200
1382,2040
850,793
2273,839
1157,973
2250,1975
855,297
1828,1904
1352,525
2711,2685
1846,1810
1468,1047
1285,589
1545,1130
1259,1703
1024,669
6004,3552
848,370
3729,2639
6220,1259
6497,2630
6056,2643
2728,2203
1093,1289
2328,1782
1124,1597
1600,1238
1591,993
860,953
1622,1786
876,697
1346,2853
1068,1252
1201,1198
2662,2569
1369,754
2173,1031
2195,1697
2574,1357
1708,1198
1416,778
1091,1653
1811,1578
3807,1265
2060,1237
1491,1486
3058,2669
1079,815
1499,1105
4420,1545
4298,2458
1229,575
2247,2098
4670,1603
1431,2067
2766,1363
1134,699
1216,1567
1297,1706
1791,1102
1496,536
2798,4862
3360,2216
1273,1385
1829,800
1333,2018
1564,1047
1301,1392
1137,812
1903,2004
3342,2274
1933,828
1413,832
1262,1451
1373,1024
6262,1832
1558,2100
1231,922
2562,1652
1223,374
2236,2210
783,1903
2000,1943
2841,1990
3044,1466
1785,1523
1109,935
1180,586
1376,1218
2919,1644
1022,494
1394,851
3471,1471
1601,693
1516,1233
2080,1449
1825,1046
3384,3525
3237,1864
1969,2142
1956,1468
2804,1840
962,631
1304,1115
1978,1583
1627,2391
1140,1453
1308,700
1757,1523
1853,1255
3243,1463
1659,1205
937,475
3220,1628
4729,2641
1747,997
1636,3439
1557,537
988,1142
6539,2825
1022,1185
1755,1186
1241,915
984,1066
1584,1056
1557,1046
1309,1127
1201,973
3058,1799
2105,1329
2366,1439
2053,1073
1144,628
1646,1743
1770,6813
2858,1748
3507,1988
1309,669
1669,1806
2333,2053
1563,599
1470,1644
1513,868
1149,560
1655,797
1526,527
6374,2959
1900,1284
1198,881
1417,1757
1269,1024
1498,603
3448,1699
2533,1998
6059,1838
2676,1688
1964,1719
1430,910
3253,4203
3274,2222
1833,3081
2466,1355
2039,2405
3611,1510
1838,1449
2219,1658
1493,751
1930,893
786,517
1440,1072
1636,958
1117,957
1301,1039
2381,3245
3289,2783
2439,2861
4242,1558
2046,1718
994,1535
3541,2232
1517,1549
3785,2951
1738,1227
1579,1195
1788,1426
1550,2318
1216,707
5284,3445
4835,1591
2646,1527
1845,943
1526,723
949,448
2359,962
1274,400
4360,1480
1664,1685
1564,3525
2666,1752
2533,2398
2174,3206
1599,1308
1502,1841
1162,532
5590,2458
1390,710
1945,2225
3002,1029
2608,3602
944,1307
1540,1048
1494,2325
5612,3878
1268,1806
1216,746
1986,3329
1763,1460
1427,869
3824,1415
2765,1932
1027,1801
1601,2390
1491,1563
4979,2857
5759,2057
1338,562
2377,1538
1671,2358
2135,1445
4320,2621
1075,1065
3235,1736
1068,810
1149,820
1190,808
1250,1296
1174,1124
1705,1351
870,831
1317,1875
1232,646
2281,1491
2986,2050
2147,1318
1935,2126
1350,1167
1337,915
1324,896
1177,1099
1313,1717
1406,1235
2005,1005
2342,1474
6057,2526
1486,1877
1889,2033
5505,5133
1210,2026
4218,2262
2317,1290
1104,844
1015,449
1798,1154
1918,824
6808,4244
1156,609
2297,1717
4403,2336
2241,1474
1931,1626
2146,1791
1463,1491
2443,2103
3221,885
1503,2681
1703,1038
4978,5337
2109,6845
1266,1106
1682,1439
980,579
1622,1190
1262,1685
1543,1836
5103,2701
2579,1275
965,451
1328,1216
1368,477
1349,1283
950,935
1271,825
1640,1443
1990,1226
1686,1461
1352,689
1938,2006
3608,1856
4954,2404
1799,969
1002,723
2333,895
2908,2139
2103,2568
1252,2263
1394,676
2288,1186
1448,1371
3287,3149
1552,2006
1312,775
2185,1933
1557,1367
1863,1625
1059,625
2565,2438
9298,3657
1951,1221
754,720
731,726
6195,2210
2015,2087
1304,1005
1250,883
1567,819
1029,1223
2076,1957
1341,597
1993,2036
4626,3077
1484,1335
1817,1486
1423,1196
4815,2080
2132,1638
2162,2130
6339,2277
1525,1226
1570,453
2403,1254
1200,813
1420,1618
1045,793
1048,906
2281,1732
1310,1390
1130,580
1159,877
1369,1763
867,693
1446,2419
2613,1621
10172,2163
1826,1264
1499,2146
1978,2485
1514,2279
3000,2457
1548,897
7188,2867
1656,1155
1245,1374
1489,1378
8732,3620
1716,1791
2670,886
1783,1870
994,1028
1534,2977
3259,2052
2234,1389
2796,746
2429,1652
1761,553
2650,1632
1236,961
1087,1220
892,484
2349,1609
1245,596
2642,2769
1202,450
1328,1377
762,581
1377,1806
1700,2153
1346,793
3338,2947
2492,1710
3515,3551
2069,1000
1478,1006
2315,1528
1643,912
975,350
2095,2138
1880,1052
3800,2652
3841,1770
2905,5776
1225,1031
2702,2023
1567,496
1266,818
1250,1522
3318,2882
1188,587
1849,1097
9774,5820
1392,671
1270,549
8201,3297
4678,2916
1103,1023
1797,1244
4113,2133
675,460
2037,2697
1415,1088
1456,2613
3399,1258
1244,2019
1450,1695
1410,1107
2670,1114
4280,2916
3524,2834
1285,861
3167,1916
4047,2003
1625,1660
1551,1454
1785,2103
1870,1138
2523,1975
1552,1183
1525,1555
1555,1175
2299,1109
1068,897
1368,767
3894,1266
2259,2483
1770,1529
2742,1493
1609,714
1246,623
794,301
1663,881
1124,465
1436,767
1553,1226
6605,3594
1573,1365
2349,1311
2272,4903
1293,1321
3567,1838
1491,1134
1727,1203
1846,1607
795,449
2615,1647
2988,576
2706,2340
2430,945
2322,2922
1560,1214
1996,819
2071,1042
786,527
4264,2774
2853,1660
1386,1645
888,535
817,365
968,489
1139,312
1146,890
1260,1011
2301,1847
1385,2251
1676,1045
1430,715
715,664
1029,1149
1250,751
2001,3013
1931,1104
2938,5469
1270,1442
1320,902
2996,1595
1450,835
2295,1815
2241,879
2809,1489
2660,1359
5495,2921
606,697
621,839
2192,615
2409,1825
2839,1450
859,569
1056,1887
1897,2790
2640,1579
2020,1843
1442,1190
2937,1952
1182,1038
