comps
1
1
3
8
1
1
2
1
21
5
1
2
6
1
1
2
1
20
1
176
21
3
1
2
12
2
2
1
6
2
2
1
2
1
1
4
7
32
54
6
1
5
5
1
3
1
5
4
1
1
4
1
1
1
1
1
2
62
1
5
1
1
1
140
1
93
1
1
1
2
1
7
24
19
43
5
17
3
1
2
1
50
1
16
1
6
2
150
1
1
24
3
2
6
1
1
1
1
33
1
6
9
5
2
2
1
8
14
1
1
1
2
1
4
1
1
3
1
2
2
1
1
1
2
5
1
12
1
2
2
10
1
2
22
50
1
1
5
1
6
1
1
1
18
14
1
3
2
1
6
1
10
3
2
1
1
5
15
14
1
1
1
4
5
1
1
39
5
2
2
1
2
1
2
1
1
17
1
45
1
11
2
1
2
4
1
1
2
1
1
2
1
1
3
6
1
5
104
5
1
1
1
11
5
5
7
1
3
17
6
1
15
1
2
1
2
2
1
1
2
3
1
1
1
1
1
1
98
2
1
1
2
1
4
1
24
2
2
1
1
1
2
2
3
2
2
1
1
4
1
3
2
50
13
19
2
4
1
1
2
1
2
1
8
2
52
2
1
5
1
1
2
1
1
1
8
9
7
1
19
9
35
2
12
1
64
1
9
4
6
2
3
3
1
1
1
5
54
1
1
1
1
1
59
6
6
4
4
3
1
1
1
1
81
1
6
1
114
45
8
1
1
14
19
2
11
2
1
1
64
2
1
4
1
3
1
106
1
5
1
12
12
1
1
1
1
12
10
35
1
1
4
2
3
5
1
21
1
1
12
84
5
1
1
1
1
1
3
1
8
1
20
18
1
4
39
5
1
1
1
1
2
2
1
1
1
2
2
2
49
2
1
23
4
2
13
3
42
2
1
2
6
4
65
1
1
24
34
41
2
3
1
7
2
1
3
5
2
1
65
1
1
2
1
3
2
2
3
2
4
1
27
4
29
1
1
1
1
3
1
2
1
1
89
31
2
1
7
1
3
1
2
5
1
3
2
2
1
4
2
1
3
4
14
1
1
2
5
1
1
1
1
1
1
76
2
4
11
1
2
30
1
1
1
1
1
1
1
3
1
2
3
1
1
1
1
6
1
1
3
35
9
8
10
3
2
1
2
1
1
12
1
1
4
41
4
32
2
13
26
28
11
32
15
1
2
1
3
1
6
1
1
1
2
27
1
3
6
2
7
1
1
2
3
2
98
33
2
1
3
1
1
2
1
4
1
1
5
29
14
13
1
1
1
4
13
2
1
1
3
37
1
1
1
1
10
23
2
6
1
2
1
4
3
18
8
1
3
1
3
1
21
1
5
1
7
1
1
32
13
3
1
1
2
7
37
1
3
3
14
1
45
50
1
1
4
1
2
2
1
1
6
1
1
2
2
2
9
4
2
3
2
1
1
1
23
1
2
2
3
5
10
6
2
10
2
3
26
1
1
35
20
3
80
1
1
29
123
14
6
10
2
1
67
5
2
1
62
2
1
11
5
4
23
2
5
9
2
4
1
13
2
2
7
1
19
3
3
3
1
10
40
3
6
16
2
2
3
40
1
2
9
57
5
1
1
1
1
22
3
16
1
47
13
1
1
1
1
1
1
9
3
2
8
3
1
24
1
1
1
1
13
1
1
1
1
51
5
2
2
34
18
1
1
1
1
9
7
6
1
1
8
7
67
1
4
3
4
2
24
137
25
1
1
6
6
1
2
1
2
7
6
52
1
5
4
3
1
2
2
1
41
2
2
3
1
1
1
4
1
4
1
3
2
5
16
1
6
1
109
6
2
2
1
1
1
13
1
2
1
1
57
2
7
126
7
1
3
1
1
2
4
1
6
19
41
4
1
32
1
1
1
1
10
26
1
2
26
1
4
2
1
8
3
44
57
10
39
39
1
19
1
1
14
1
2
1
1
2
2
1
1
2
10
1
5
11
2
1
3
3
3
1
1
7
1
124
34
2
2
1
1
4
1
12
1
1
1
8
2
1
6
16
12
1
35
2
1
1
1
24
10
1
8
9
1
6
1
1
2
1
2
1
1
1
8
1
20
5
3
1
1
1
7
4
32
1
1
2
1
4
1
2
22
1
2
2
1
2
8
2
1
1
1
1
1
1
10
1
1
8
2
35
1
1
4
1
15
5
4
1
15
62
1
3
1
1
18
29
12
5
5
7
1
1
11
2
6
3
5
1
1
7
1
1
10
5
1
1
1
3
1
3
1
1
26
7
1
1
1
3
3
1
1
5
4
2
45
1
4
25
1
5
5
1
5
2
12
1
2
16
1
7
4
1
71
2
40
1
1
5
2
1
2
1
1
11
8
3
3
1
3
1
1
1
2
2
25
9
1
2
24
1
63
61
1
1
1
34
23
1
1
1
24
2
3
1
1
1
1
1
1
5
1
1
1
4
11
11
6
3
1
4
4
2
10
1
1
1
1
8
1
1
4
1
1
1
1
4
2
1
7
3
22
17
4
5
4
7
1
2
20
8
1
32
1
3
3
2
1
1
1
3
1
3
5
11
1
1
1
31
32
11
2
2
3
1
3
1
18
73
1
7
1
1
2
1
29
37
6
2
12
4
2
1
1
1
1
12
12
1
1
2
1
4
179
1
1
2
5
2
1
97
3
99
1
2
21
20
1
1
1
3
1
1
5
1
34
1
4
1
1
1
1
1
1
1
1
4
40
6
124
2
1
1
1
2
5
2
5
2
7
143
119
36
3
1
2
1
8
1
2
1
15
1
7
3
3
1
2
2
2
2
1
1
1
1
10
2
2
1
1
8
4
1
13
1
1
1
1
4
15
20
1
1
1
1
23
1
4
1
1
2
2
1
5
1
1
18
5
1
8
2
12
1
1
7
1
3
74
1
1
5
9
3
8
4
1
1
1
1
5
9
2
1
2
2
4
20
6
8
5
1
1
4
2
5
3
24
1
3
2
1
3
16
4
1
81
1
6
50
23
1
1
33
1
1
3
1
1
1
2
2
1
1
1
10
14
1
2
2
20
107
3
1
107
1
3
1
46
2
3
1
1
11
1
1
2
1
41
16
3
2
1
1
1
2
1
2
2
2
1
12
24
1
2
8
1
1
30
6
1
1
1
2
2
3
4
3
1
1
149
104
3
4
2
7
2
17
6
2
1
1
3
2
3
1
1
1
1
1
2
12
1
13
2
1
20
2
3
5
1
28
5
2
14
23
1
1
8
2
12
1
1
1
1
1
7
2
1
4
3
58
2
4
1
101
2
9
3
1
1
1
1
2
18
1
2
1
2
4
1
1
38
30
1
1
2
1
1
1
1
2
1
5
1
1
3
3
3
2
2
2
1
1
2
1
1
37
2
1
1
39
1
16
2
1
2
8
1
2
21
120
5
1
1
5
9
1
2
3
6
26
1
3
3
17
1
2
1
5
1
2
1
1
1
2
1
37
6
2
5
1
1
2
7
3
1
1
1
2
1
1
1
1
2
1
1
1
2
3
4
2
1
4
3
1
1
1
2
4
2
1
1
1
2
1
5
1
8
1
6
2
1
2
2
106
1
1
1
6
1
1
2
1
2
1
1
1
2
1
6
1
1
1
65
1
2
1
6
217
3
1
1
2
1
8
1
1
1
1
2
4
3
2
1
16
1
2
2
2
7
7
1
3
1
5
2
89
174
7
4
1
1
2
3
1
1
1
1
1
1
5
1
1
1
1
2
1
5
1
7
1
66
3
1
2
26
3
1
5
10
2
1
1
1
1
3
1
1
2
1
10
29
20
3
3
1
18
1
1
1
39
1
1
29
18
1
1
1
89
10
1
2
1
2
4
2
7
1
1
56
1
1
4
1
1
15
2
2
3
4
1
1
1
2
4
1
1
1
22
2
1
1
4
45
1
1
1
4
2
2
2
2
9
1
5
1
1
5
6
10
2
2
1
1
21
2
2
5
71
6
1
18
1
1
25
18
13
8
1
1
1
1
1
2
1
1
16
2
1
1
1
1
1
2
4
13
6
3
4
3
1
1
1
4
4
1
4
1
3
2
1
1
4
2
2
6
2
1
14
2
11
2
1
2
17
23
1
7
1
1
1
1
1
1
1
2
2
1
1
1
1
24
1
1
6
1
2
2
1
1
2
50
1
1
1
4
1
3
101
4
2
1
1
1
13
1
1
1
1
2
36
2
1
1
4
4
2
1
1
1
64
67
1
10
166
1
1
3
5
36
3
9
2
1
3
1
3
1
184
2
1
2
1
1
1
1
1
4
26
2
1
1
1
2
4
7
45
1
1
1
1
2
1
1
4
71
11
5
1
1
1
9
8
1
1
2
1
1
1
1
1
23
5
2
1
2
2
4
1
1
1
25
5
1
1
2
1
1
5
1
1
10
2
1
26
1
1
4
6
1
7
4
1
2
1
1
1
1
2
4
25
1
1
34
1
1
1
158
2
1
9
1
1
1
1
4
1
2
1
1
1
2
1
3
5
1
1
19
8
2
1
1
1
1
1
4
2
31
1
1
18
19
1
1
4
1
1
2
1
1
1
1
3
5
3
1
1
1
1
2
6
1
1
3
3
1
2
2
1
1
3
1
1
1
1
1
7
1
7
1
4
2
1
1
4
1
26
6
2
1
5
1
3
1
1
1
1
2
3
11
6
1
18
1
1
1
1
1
1
1
5
3
1
19
2
3
37
15
5
1
1
1
9
1
1
3
9
38
1
1
1
2
1
3
2
3
2
1
1
1
2
13
1
1
2
1
1
2
1
2
1
3
1
1
1
1
1
1
1
1
1
2
1
3
1
5
18
1
1
1
1
1
1
1
13
1
1
2
1
1
1
1
2
4
26
1
1
2
1
1
1
1
4
2
1
10
14
1
1
1
1
1
1
1
3
1
1
2
1
3
1
1
11
4
2
6
1
4
2
1
3
1
14
1
2
30
11
2
1
4
1
4
1
1
1
15
21
3
7
1
1
41
1
4
1
2
2
3
1
2
79
1
1
7
9
5
2
9
16
1
16
16
1
3
20
7
2
1
11
1
1
1
13
6
1
4
1
2
15
2
1
1
2
6
1
2
1
3
1
1
9
4
1
1
4
1
6
1
2
1
1
4
1
5
3
1
2
3
10
3
1
3
1
1
4
2
2
3
4
1
3
1
1
6
1
1
3
1
1
7
1
1
1
1
6
2
2
1
3
1
1
1
1
2
3
1
1
15
1
1
7
2
1
4
11
7
1
1
1
2
1
26
11
1
14
1
9
8
1
2
26
3
1
57
1
2
3
4
1
2
1
3
1
6
1
1
1
2
3
1
1
181
3
7
2
1
9
1
1
1
1
2
1
74
1
2
1
19
1
1
3
1
8
2
5
1
78
1
1
1
2
5
4
1
9
2
4
1
4
1
2
24
29
1
1
1
2
2
3
8
1
1
9
1
43
2
7
1
1
37
3
2
1
8
1
5
1
6
59
1
1
42
1
1
8
2
1
1
4
1
1
3
3
1
2
1
4
16
1
3
2
1
2
1
5
3
2
2
1
18
1
9
1
59
4
11
4
1
1
1
2
1
2
2
1
2
4
1
2
1
1
1
10
2
31
1
1
1
1
1
36
1
3
2
1
2
1
2
1
9
1
16
2
1
1
1
1
1
12
16
27
1
1
15
1
1
2
30
48
3
1
3
1
1
4
1
4
1
1
1
2
1
1
3
17
1
3
6
2
3
10
1
14
6
2
8
5
2
76
2
2
1
1
1
13
1
1
6
2
1
50
1
2
18
1
1
6
1
3
1
1
30
2
1
1
2
5
1
1
2
2
1
1
15
30
23
1
1
19
2
2
26
1
1
1
2
1
2
81
1
1
19
1
7
10
68
1
4
13
1
1
6
5
32
87
39
2
1
11
7
5
1
6
17
1
1
1
1
1
1
1
1
3
2
10
1
1
20
1
4
1
9
1
1
1
1
3
2
26
25
8
3
4
10
1
1
2
6
12
1
2
1
21
34
1
2
1
6
5
17
2
2
3
1
5
4
2
3
1
1
1
3
1
1
1
1
1
1
2
1
4
4
5
1
6
6
2
2
5
1
2
22
15
1
1
1
3
4
1
4
2
1
1
3
1
3
6
2
3
7
1
4
8
1
2
1
5
3
2
1
1
43
1
1
44
1
1
2
1
1
1
1
19
5
1
2
1
1
2
3
1
1
2
1
1
8
1
1
1
2
3
2
1
1
1
9
1
1
9
19
29
64
1
1
2
1
1
1
1
1
1
2
4
1
1
1
5
4
1
1
10
4
3
1
10
5
2
3
7
13
1
39
7
1
1
1
5
4
11
1
36
1
11
1
2
1
1
1
1
1
1
1
1
1
1
78
1
3
3
3
2
2
1
1
1
1
1
2
1
22
2
1
14
77
104
3
3
4
1
8
2
4
3
3
46
1
1
2
1
1
8
1
1
3
50
2
1
8
4
1
8
2
5
1
3
1
1
2
1
1
1
2
8
3
6
1
1
1
21
2
3
6
1
1
18
61
1
2
92
1
1
27
5
7
14
4
7
1
4
3
18
3
1
2
1
2
11
115
13
2
14
51
1
3
1
1
4
2
6
1
11
2
5
1
1
10
6
2
5
1
18
3
1
1
50
1
1
3
1
2
16
1
1
1
1
1
1
2
1
2
2
1
1
1
3
3
1
1
1
2
8
3
21
1
4
1
1
1
2
20
1
46
5
1
26
26
4
1
2
2
3
1
1
1
2
1
1
1
1
8
2
124
1
7
97
1
3
3
2
14
1
1
18
1
6
3
1
1
8
1
1
6
5
18
66
1
2
1
7
2
1
2
14
1
4
5
49
1
4
1
3
4
1
1
1
1
1
1
1
1
1
2
4
1
1
2
1
3
13
1
1
1
2
7
72
1
2
2
2
3
13
1
1
1
2
1
1
6
2
5
1
1
1
6
2
110
1
1
2
1
3
42
11
2
4
1
2
1
1
1
1
1
10
8
4
1
7
3
2
1
1
1
1
1
3
4
1
6
2
18
7
3
1
1
72
2
2
2
46
2
1
1
3
1
1
4
5
1
4
1
4
7
1
36
1
3
1
3
11
6
1
1
1
1
1
2
1
1
1
2
4
3
3
1
2
11
3
1
2
1
2
122
37
18
1
2
1
1
1
2
18
14
2
1
1
2
1
4
1
1
1
25
11
4
1
1
11
1
2
1
1
18
1
5
1
1
6
8
1
2
3
1
2
7
53
55
2
4
1
1
4
1
1
18
1
1
17
1
1
38
1
2
40
1
2
1
1
5
8
5
4
2
11
3
2
1
10
1
2
9
7
16
1
1
1
4
7
1
2
2
2
5
3
1
1
1
1
1
10
1
3
1
1
12
7
1
1
1
1
1
1
40
1
2
2
1
2
4
1
1
19
10
10
1
2
4
1
3
1
1
1
64
136
3
4
1
1
2
5
1
1
1
5
2
1
4
1
1
1
3
1
2
3
1
2
1
6
12
1
1
5
5
1
2
1
1
2
2
2
1
1
1
1
3
9
2
1
4
1
1
1
1
5
2
1
1
1
1
56
9
1
1
1
1
1
2
18
1
2
9
1
1
2
82
3
1
10
1
1
21
3
2
22
1
1
1
1
2
2
1
1
3
3
3
2
1
1
6
60
1
2
91
3
9
3
3
2
14
1
1
3
1
139
1
1
2
24
3
7
1
15
30
4
1
52
1
1
8
2
2
1
1
17
8
1
3
10
7
1
2
2
2
151
17
3
1
2
1
5
52
3
9
1
25
45
1
1
1
1
2
2
5
2
4
3
1
1
1
1
4
1
2
2
1
4
7
2
2
4
1
3
1
30
2
5
2
1
10
1
2
4
2
1
3
5
1
1
1
3
8
3
46
1
1
2
2
97
5
1
1
1
3
10
3
2
1
3
1
1
4
8
36
1
48
7
1
40
1
2
1
5
1
5
2
1
1
1
1
1
5
1
1
8
1
1
1
2
1
2
1
1
51
3
4
1
70
11
1
1
1
2
3
1
1
6
2
3
1
1
1
1
2
1
1
1
1
1
1
1
1
5
10
1
2
7
2
1
1
3
12
1
1
6
1
1
4
1
16
1
1
1
1
1
3
31
1
2
1
1
24
1
1
1
7
5
1
1
1
5
3
144
3
1
1
1
3
1
1
1
1
6
9
1
1
31
1
1
1
1
3
3
1
12
51
3
1
1
1
7
55
2
1
6
1
1
1
3
40
1
1
1
1
4
13
1
1
1
2
4
1
25
3
1
2
1
1
4
1
1
4
10
2
4
3
1
1
2
21
1
2
30
2
2
1
2
29
3
2
2
5
1
34
29
55
1
3
11
35
1
7
1
27
2
1
5
1
61
1
15
18
6
3
1
1
1
2
4
2
2
1
1
3
1
1
1
2
3
1
39
12
1
1
2
1
36
1
3
1
2
2
2
1
2
1
3
2
6
1
1
1
1
5
12
2
2
1
10
1
1
5
1
1
17
1
2
1
1
1
1
1
14
6
1
10
1
2
1
1
11
1
7
5
1
1
2
1
1
2
2
4
36
23
1
3
5
3
15
3
1
10
3
1
9
6
79
3
2
2
2
2
1
7
1
2
31
3
1
15
8
2
2
2
2
3
2
2
2
1
1
29
1
1
3
2
2
30
36
1
3
2
1
1
1
2
1
1
1
1
30
1
27
1
3
2
2
1
2
1
1
1
1
31
2
1
3
1
2
1
22
1
1
5
1
1
23
6
3
3
9
4
1
1
60
5
11
1
2
1
11
1
1
1
1
1
3
1
1
3
1
1
1
3
3
7
1
1
1
1
1
7
13
11
2
4
28
1
2
3
5
2
7
4
2
1
1
2
4
2
1
1
1
12
1
1
1
10
5
43
1
3
1
1
1
3
10
1
1
16
1
1
1
2
2
67
1
3
6
3
19
1
5
1
1
2
6
1
11
1
1
3
16
5
1
2
1
9
18
1
71
1
27
15
8
11
1
1
2
1
1
4
2
8
1
1
1
8
3
1
1
18
3
57
41
105
4
2
11
1
8
2
3
1
11
1
1
1
8
3
1
1
7
8
1
3
1
2
2
2
1
1
1
1
7
1
26
1
7
1
2
3
1
2
8
6
1
1
1
1
1
1
1
1
11
1
1
1
7
2
1
1
1
3
6
7
28
20
1
1
13
3
1
2
9
1
1
1
2
10
4
1
8
3
1
1
29
1
6
6
1
1
3
1
13
16
147
1
3
1
1
1
1
1
1
1
1
21
1
1
1
1
1
2
1
13
8
3
1
34
1
3
3
18
1
1
1
2
1
1
3
1
4
11
1
1
2
1
1
1
1
3
1
2
1
1
5
2
1
1
1
1
2
1
1
1
1
1
1
1
1
1
2
45
7
10
1
2
1
1
7
1
1
3
1
14
5
5
9
1
1
1
1
1
1
1
1
1
1
1
3
1
1
1
1
3
3
6
8
1
3
1
1
7
7
4
3
4
1
7
1
5
4
3
5
1
80
4
4
2
1
1
8
1
1
1
2
2
2
1
4
1
1
7
9
1
28
1
10
5
1
1
1
1
8
1
1
2
3
2
2
1
1
2
40
1
1
5
1
2
1
66
1
2
1
5
35
1
1
1
1
2
1
1
5
1
1
1
25
2
5
2
3
14
9
1
2
1
1
2
5
1
2
11
1
1
2
1
1
3
1
1
2
3
1
1
1
1
2
7
1
28
1
1
5
11
1
2
1
1
9
20
2
2
10
2
7
1
14
3
1
1
3
14
17
1
1
1
2
2
8
1
4
1
1
1
8
14
4
27
1
3
1
2
1
1
24
4
1
1
1
1
1
1
1
2
2
1
2
9
5
108
2
1
1
49
1
1
1
5
1
1
1
1
1
1
2
1
1
2
7
1
1
6
1
1
1
2
13
1
1
1
1
30
4
1
2
2
1
1
1
7
18
1
1
1
1
2
2
9
1
1
1
1
1
2
1
1
3
1
1
1
1
1
5
2
6
4
1
8
1
2
2
1
1
1
9
6
5
1
1
17
2
1
4
1
1
1
1
1
14
2
1
1
1
1
3
1
11
2
4
69
3
1
1
9
7
1
2
32
8
1
3
3
2
2
2
39
16
1
7
3
3
2
2
1
1
4
24
2
1
9
1
1
1
4
1
2
7
1
1
1
1
1
1
1
3
1
1
1
7
8
21
1
1
1
1
3
2
1
2
1
2
2
3
1
1
5
1
1
1
16
2
2
5
2
1
1
3
12
3
1
1
4
1
2
1
1
1
1
1
1
1
1
1
1
1
84
2
1
1
14
2
1
4
1
5
1
10
1
1
5
1
1
3
3
3
1
1
1
1
1
3
4
2
73
9
1
63
1
1
1
1
3
1
2
1
2
3
1
1
1
10
2
2
1
1
1
2
1
1
9
13
3
8
2
1
1
1
1
3
6
39
1
3
3
1
2
1
6
4
1
1
1
1
1
9
1
22
2
7
1
1
5
1
1
47
1
1
2
2
5
1
4
23
1
6
2
2
1
3
2
14
3
3
2
2
6
5
3
1
11
1
1
1
15
2
59
1
1
1
1
1
1
3
1
1
1
1
1
1
1
29
2
8
1
4
15
2
5
1
1
3
4
1
1
1
3
1
46
38
1
1
1
1
1
1
1
3
1
1
2
1
1
9
2
3
2
1
1
1
2
1
13
109
2
9
1
4
3
1
2
1
1
1
5
1
1
19
18
7
2
85
3
1
1
1
1
1
5
1
6
3
1
1
2
3
2
1
1
1
1
1
20
3
3
1
1
1
6
1
4
9
1
1
1
5
1
1
15
1
1
2
9
1
1
2
1
6
160
3
1
1
1
9
1
1
1
4
1
4
1
14
1
4
13
2
1
1
1
1
1
1
1
1
10
19
1
1
15
1
15
3
1
1
5
2
3
1
4
13
2
2
1
1
4
1
3
12
4
1
1
1
1
1
2
1
1
1
10
1
1
4
2
1
1
1
1
20
11
2
1
1
1
1
9
10
1
1
4
12
6
3
1
6
6
1
6
1
2
1
10
1
2
1
2
1
2
5
1
1
3
14
1
1
1
1
3
1
4
1
1
1
1
27
1
1
1
3
38
1
8
7
62
13
3
1
1
2
1
26
12
1
1
9
13
2
1
1
1
15
1
1
2
1
2
1
9
11
11
20
1
1
1
2
1
4
1
9
1
1
1
1
1
1
2
1
2
1
2
1
1
2
1
15
2
5
1
24
4
3
1
1
1
1
1
14
9
1
1
4
1
7
2
2
1
1
1
1
1
36
2
5
1
1
1
1
1
13
1
1
1
1
11
3
73
1
1
1
1
2
1
2
3
1
1
3
1
1
3
1
1
1
1
1
74
23
1
1
3
16
9
4
3
1
1
1
2
1
1
13
2
1
1
1
2
2
9
1
1
1
1
3
5
5
3
7
3
1
1
90
1
4
2
9
1
6
13
6
3
2
18
1
1
12
1
2
1
1
1
1
1
1
1
1
20
1
3
2
1
1
1
1
3
25
29
1
1
25
2
3
3
2
2
1
7
16
5
2
4
74
17
1
4
1
3
1
1
1
1
8
1
1
1
29
1
1
86
35
7
6
3
7
1
18
2
31
2
2
10
19
1
1
37
4
1
59
35
1
3
1
1
1
1
6
1
17
12
1
3
3
4
1
4
1
1
3
1
3
1
23
31
4
14
11
17
1
2
4
2
1
1
1
1
1
8
5
5
7
1
1
1
1
6
1
19
4
1
3
2
1
19
11
2
1
3
1
2
1
1
41
1
2
1
1
5
1
5
1
2
1
3
2
1
1
1
1
1
3
2
2
2
2
1
13
1
1
1
9
11
1
1
4
1
18
3
4
1
3
3
3
3
1
4
3
36
1
1
3
2
1
1
1
1
1
9
2
1
1
2
1
1
35
1
3
12
1
1
2
1
5
1
2
1
1
1
1
1
6
2
5
3
1
1
1
19
1
6
10
8
5
2
1
1
41
1
4
5
1
1
3
3
1
1
1
1
1
1
1
5
3
4
2
1
5
1
92
2
1
2
1
2
1
2
1
1
21
50
2
1
3
1
3
2
3
1
1
6
1
2
3
1
1
4
1
1
1
1
1
2
1
1
1
1
2
1
1
2
1
1
1
1
8
1
1
1
1
2
1
1
1
1
1
17
11
1
1
1
1
1
6
1
3
1
1
1
29
1
9
1
1
1
1
1
1
1
1
1
9
3
3
3
2
2
3
3
1
4
1
2
1
112
3
2
1
1
2
1
1
1
4
1
30
2
1
14
3
2
1
1
1
1
3
2
3
1
2
8
1
5
1
1
33
1
1
15
1
13
1
3
1
1
2
1
2
4
1
5
18
1
1
1
1
5
1
5
1
1
2
5
1
2
1
1
1
6
1
1
1
1
1
24
1
1
9
1
47
1
1
1
2
1
1
1
2
1
19
1
1
1
1
3
1
1
1
1
7
1
2
1
3
1
8
1
7
8
1
1
1
4
6
1
2
1
1
1
1
11
5
2
1
2
2
1
1
2
2
2
10
2
1
9
2
12
11
17
1
1
6
1
1
13
4
1
1
28
1
1
1
1
1
7
1
1
3
1
1
4
1
1
4
9
1
2
16
14
3
5
1
1
1
1
1
2
22
2
5
1
10
1
1
37
1
2
1
2
17
1
1
1
3
1
1
1
5
1
3
15
1
1
1
22
3
1
3
1
1
8
9
1
1
1
4
3
8
3
9
5
1
1
4
2
5
15
66
1
1
18
15
1
1
3
2
1
1
3
3
10
3
3
1
4
3
1
3
1
1
65
1
1
4
1
1
1
1
3
7
2
1
5
2
1
1
3
1
3
1
1
6
1
1
14
1
37
1
1
8
1
1
1
1
1
1
2
1
1
12
2
3
11
19
1
3
5
1
2
4
1
11
2
1
2
2
3
1
8
1
16
61
1
1
1
10
1
2
2
6
1
1
13
1
1
2
2
1
1
1
1
7
1
1
1
3
4
1
2
1
2
18
3
1
1
2
1
1
2
5
3
2
2
1
3
1
29
3
1
1
6
6
2
1
1
1
1
1
3
2
2
1
1
22
38
1
1
2
1
1
2
1
10
2
2
1
1
22
2
2
5
2
1
12
1
4
1
1
1
2
1
1
5
3
3
1
1
1
1
1
5
1
1
2
5
1
9
20
4
1
3
2
1
3
19
2
1
1
3
12
149
2
53
13
85
20
4
2
3
2
1
25
4
2
2
1
4
5
6
4
136
11
1
4
3
1
3
2
3
1
68
1
13
50
1
1
1
1
3
4
1
1
3
22
9
3
2
11
6
1
3
3
14
1
2
11
1
2
1
3
1
3
2
1
9
4
67
1
8
1
1
3
1
2
2
3
3
1
2
1
1
1
1
2
1
2
24
2
8
1
1
1
1
2
1
11
6
7
1
3
1
5
11
2
1
1
4
40
10
9
11
1
2
1
1
1
29
1
1
1
1
1
1
1
3
3
9
1
1
1
1
5
2
2
1
1
107
48
15
3
1
1
1
1
1
1
1
8
20
1
2
2
1
1
2
2
2
1
1
4
12
1
3
3
7
3
1
1
1
2
5
5
1
1
1
1
1
2
1
1
2
1
136
8
1
50
1
2
2
1
3
2
1
2
8
4
1
1
1
12
1
21
1
3
3
1
1
2
1
1
1
1
23
1
1
1
1
1
3
1
1
1
1
2
3
3
2
1
1
4
1
1
2
2
1
4
1
3
2
4
1
1
4
1
1
1
1
6
1
4
1
1
2
7
1
1
1
2
1
1
1
1
4
9
1
1
3
1
1
1
7
1
1
1
2
1
2
2
1
3
1
5
9
1
16
4
5
1
3
1
3
1
14
3
2
6
3
1
4
2
1
1
1
4
68
1
1
5
1
1
3
1
12
2
2
2
4
2
1
31
21
107
1
5
5
1
2
13
1
1
7
2
2
9
1
1
1
2
2
5
6
4
2
7
4
4
2
58
1
10
1
51
14
1
1
1
30
1
7
4
7
1
1
2
