comps,compAVG
1,10079.0000
1,5165.0000
60,2062.4743
3,3079.6667
1,9375.0000
133,3125.9895
90,2013.0798
1,4293.0000
1,4113.0000
2,3223.8571
7,4061.6667
24,2227.5729
12,2794.1765
43,1906.3659
4,2428.8333
17,3128.3750
2,5603.3333
2,5470.6667
1,3356.0000
47,1365.9671
14,3030.6154
1,3153.0000
5,1985.3846
1,2850.0000
146,1513.8861
1,3235.0000
1,9728.0000
21,1971.5926
3,2063.4000
2,3498.0000
6,2073.7000
1,3633.0000
1,6609.0000
32,1677.1495
1,2819.0000
5,2339.0000
9,2176.5333
5,4802.5000
2,6217.5000
2,2414.5000
1,3327.5000
7,7269.0000
13,2299.6667
3,7052.6667
1,2752.0000
1,3561.0000
2,5904.0000
1,3147.5000
2,3209.0000
2,4549.5000
1,3710.0000
1,3451.0000
5,2172.0909
6,4324.5000
1,2729.0000
1,8073.0000
1,3091.0000
9,2125.1818
2,6562.3333
22,1708.1667
48,1850.4343
1,9593.0000
4,2095.3333
1,6797.0000
5,2330.5000
1,5755.5000
1,9284.0000
18,4226.5714
12,12507.7222
1,4897.5000
3,5722.3333
1,4807.0000
6,2136.1250
1,3855.0000
10,3798.9524
2,2895.3333
1,2163.5000
5,1798.1667
15,1804.7843
12,1739.7879
1,4795.0000
1,2917.5000
1,8411.0000
3,6575.5000
4,6560.4000
1,4486.0000
35,2202.1268
2,3999.5000
2,2241.0000
1,4943.0000
1,3966.0000
2,4794.0000
1,6436.0000
1,15806.0000
17,3751.0000
40,3176.1311
11,3274.6585
2,4967.5000
1,4423.0000
1,4099.0000
4,2355.3333
1,6597.0000
1,5386.0000
1,12448.0000
3,10989.3333
6,2246.7143
4,3129.7500
35,2785.3488
4,4387.5000
1,5728.0000
11,2206.3333
3,3164.2500
4,3422.8333
7,2203.1875
1,3410.5000
3,3781.0000
17,2498.5500
6,2496.6250
1,10834.5000
12,4203.1200
1,8365.0000
2,2432.2500
1,4691.0000
2,12794.5000
2,3415.8000
1,9074.0000
1,8172.0000
1,3969.5000
3,2734.7500
1,8737.0000
1,4502.0000
1,8194.0000
95,2085.8899
2,2321.0000
1,2734.2500
1,3012.5000
1,5022.0000
1,5918.0000
1,3167.5000
18,4439.6429
2,3664.5000
1,7814.0000
1,3833.3333
1,6391.0000
1,3435.0000
2,2392.2500
1,5251.0000
2,7363.5000
2,4610.0000
1,8511.0000
4,4324.3333
1,4531.0000
2,2990.0000
1,8652.0000
46,4417.4928
7,8109.2857
18,2491.3902
1,5586.0000
1,2312.5000
1,2101.0000
2,3829.5000
1,5766.0000
8,3350.8333
1,6296.0000
50,2277.6090
2,8722.5000
4,3804.0000
1,4212.0000
1,3423.0000
1,5860.0000
5,2590.3333
6,5321.5000
7,2101.0435
9,2494.2000
7,3955.8000
33,1785.5465
1,4915.0000
11,3452.5833
58,3573.6023
1,2456.0000
4,4016.2500
4,4578.8333
6,1984.5000
1,5040.0000
3,7208.6667
3,1778.0000
1,3167.0000
1,2960.0000
4,2656.0000
47,1429.6591
1,6650.0000
1,4540.0000
53,5881.0727
6,5243.6667
5,2516.6667
4,5137.2500
4,2534.2000
3,3181.4286
1,2857.0000
79,1348.1209
1,3335.0000
3,2495.6667
1,2458.0000
101,1565.1106
43,2020.8900
3,13401.6667
14,3069.6829
19,4071.8302
1,4110.0000
9,3752.0000
1,6240.0000
1,5929.0000
58,1980.5227
1,5255.0000
4,2966.0000
1,6010.0000
1,4180.0000
102,3558.9145
5,2854.4286
1,8302.0000
12,2904.8621
11,1894.1724
1,5884.0000
1,5664.0000
1,8944.0000
11,7904.6364
9,5815.6000
35,2022.5758
4,1999.4000
2,2404.6667
2,2198.5000
1,5083.0000
1,3871.0000
19,6057.3158
1,3105.0000
12,4062.0833
79,4890.7500
1,4440.0000
1,4499.3333
3,2266.0000
8,2059.5714
20,1604.5147
17,2390.4524
1,4181.0000
4,2487.0909
39,2860.2521
3,2784.0000
1,2715.0000
1,5800.0000
1,3173.0000
1,4421.0000
1,2552.0000
1,2433.0000
1,2711.0000
2,7034.5000
47,2417.4110
2,2004.2000
23,1952.5333
4,4919.2000
1,2281.0000
13,2243.0000
23,2004.4483
1,2966.0000
1,6588.0000
4,6837.5000
4,3876.0000
62,2017.8283
1,4692.0000
1,3845.5000
17,7668.5294
27,3542.4694
38,1878.9600
1,2555.0000
3,2833.2500
4,4288.7500
1,3149.0000
2,6501.0000
5,2629.8333
2,3054.6667
1,2738.0000
63,1641.2258
1,4739.0000
1,2814.0000
2,5392.5000
2,6639.3333
2,7209.0000
2,2048.0000
1,10743.0000
4,4340.0000
1,2555.0000
11,2915.1667
4,4989.8333
11,2694.5714
1,8470.0000
1,8649.0000
1,5427.0000
3,9355.0000
1,3764.0000
1,2549.0000
1,9702.0000
88,1260.0282
31,1822.5732
2,2955.6667
1,3625.0000
4,3516.0000
1,2601.5000
3,5962.0000
2,3862.0000
4,4078.0000
1,2896.0000
3,4106.6667
1,6882.0000
1,9908.0000
3,4157.3333
1,4384.0000
1,5106.0000
3,3618.4000
3,4809.5000
14,3384.6970
1,3139.0000
1,3883.0000
2,5979.2500
3,2103.2500
1,5628.0000
1,3055.0000
1,10955.0000
68,2365.7766
2,1988.5000
3,3150.2500
10,2743.9600
2,9089.0000
28,2119.9634
1,3949.0000
1,5261.0000
1,2680.0000
2,5154.5000
1,9531.0000
2,5274.0000
3,2529.1667
1,2416.0000
1,4569.0000
5,2306.4545
1,2509.0000
1,2330.0000
35,3065.0938
8,2165.6429
8,2318.3684
10,1495.5455
2,2429.5000
2,3523.6667
1,4542.0000
12,2445.7250
1,4902.0000
1,3658.0000
4,10032.7500
41,1815.3081
4,5196.0000
32,1989.1517
2,4766.5000
13,1536.3243
26,1895.9928
26,2039.2883
9,2623.2609
31,1679.9913
14,2896.2564
1,5406.5000
2,2652.2000
1,5372.0000
3,4128.5714
6,6254.3571
1,9428.0000
1,23431.0000
1,5920.0000
2,11315.0000
27,2495.1685
1,3141.0000
3,1835.0000
6,6791.1667
2,3477.0000
7,3562.9412
1,12679.0000
3,4143.0000
2,3601.5000
95,2189.4841
32,2470.9302
1,8809.0000
3,2091.8889
1,5967.0000
1,2014.3333
2,10519.5000
1,14717.0000
4,3174.0000
5,3933.4000
28,2051.6190
14,3419.1875
13,2704.7647
4,5217.7500
13,3564.5294
2,7694.0000
1,4496.0000
1,8876.0000
3,4239.2857
37,1898.1027
1,17127.0000
1,6280.0000
1,9710.0000
10,4083.3684
23,2403.7313
2,9910.2500
6,13473.2308
1,5932.0000
2,4372.0000
1,3392.0000
4,4896.0000
3,2613.1429
18,3316.5227
8,2301.4375
3,2963.8000
1,12425.0000
3,3073.0000
1,16225.0000
19,3760.3226
1,4945.0000
5,2618.8000
1,2761.0000
7,3637.3333
1,9174.0000
1,5905.0000
32,1881.2927
13,2177.6857
3,4163.8333
1,3647.0000
1,14243.0000
2,4417.5000
7,3160.7857
37,2202.7574
1,5024.0000
3,1904.5000
3,2599.3333
10,5959.9286
1,7194.0000
45,1771.2775
50,1758.9641
1,2932.0000
1,3348.0000
4,5887.7500
1,4671.0000
2,2495.5000
2,1983.8333
1,8051.0000
1,4115.0000
6,3286.1111
1,5377.0000
1,5198.0000
2,3263.4000
2,5231.6667
2,3167.6667
8,1882.7500
4,2171.1000
1,4885.0000
1,2395.0000
2,3813.3333
1,3080.0000
1,5398.0000
22,2730.3617
1,6498.0000
1,3973.0000
2,10897.0000
3,5511.6667
4,1726.5000
10,2368.0000
6,2344.6000
2,3439.6667
8,3009.6111
2,6373.0000
2,3528.5000
25,2109.7105
1,7350.0000
1,10090.0000
34,3024.5517
19,2204.0423
3,9091.0000
77,1935.5289
1,8044.0000
25,2616.2143
122,3613.2603
14,3700.5556
6,5017.5714
10,2345.2963
2,3305.0000
1,11010.0000
66,1763.6880
2,5555.5000
1,3344.0000
1,6320.0000
57,2592.5586
2,19467.5000
11,2408.4324
5,4549.0000
3,6505.3333
23,3476.9412
2,3045.0000
5,2594.2632
8,3250.6000
2,8898.5000
4,2988.3636
1,2282.0000
13,1945.7857
2,4442.5000
2,7678.0000
6,3327.8000
7,2404.3077
3,3017.6000
3,6227.0000
1,4777.0000
10,2808.4444
40,2152.3494
3,2394.1667
5,2669.5714
16,3064.5800
1,2713.5000
1,2035.0000
2,3705.5000
38,5611.8500
1,4507.0000
1,2600.0000
9,5253.0625
57,2482.9581
5,2873.1111
1,4368.0000
1,2324.0000
1,18238.0000
1,5095.0000
21,2242.3548
3,3578.4286
16,5592.4348
1,5355.0000
47,1755.0850
13,1822.0606
1,2182.0000
1,11657.0000
1,3174.0000
9,2316.4074
3,7701.1667
1,4636.0000
8,3759.2857
3,2686.7500
1,8443.0000
21,2587.5676
1,4581.0000
1,6770.0000
1,13234.5000
13,1869.5854
1,4667.0000
1,3211.0000
1,4143.0000
1,8222.0000
44,1748.5855
4,5129.2500
2,5349.6667
2,5323.5000
34,1625.4885
14,4156.0000
1,5920.0000
1,7653.0000
1,6635.0000
1,7092.0000
8,4237.6250
6,2373.5333
6,2259.2857
1,4638.0000
1,9446.0000
7,4622.2857
7,4888.3333
63,3196.9128
1,6028.0000
4,2637.6250
3,7174.7500
2,10714.5000
2,3867.5000
21,6158.9787
133,1956.3715
21,2994.1905
1,7893.0000
4,4809.2000
2,11450.5000
1,2515.0000
2,8045.0000
2,3216.0000
7,3077.1000
6,2880.3810
52,2005.6202
1,10511.0000
1,7813.0000
4,5602.7500
3,2602.7143
1,2684.0000
2,8393.5000
40,4723.0676
2,7425.0000
2,8201.0000
3,5121.6667
1,6575.0000
1,2835.0000
3,15231.6000
1,7289.0000
1,3140.0000
2,4580.6000
4,5286.0000
16,2396.5455
1,5151.0000
4,4006.7500
1,4138.0000
6,5871.4286
2,7143.5000
1,11569.0000
1,16954.0000
13,4172.6410
2,2853.5000
1,4029.0000
1,14087.0000
52,2960.6884
7,3199.4615
121,1554.0727
7,2967.1250
1,6416.0000
3,3915.2857
1,12975.0000
2,5134.0000
4,5661.3333
1,6461.0000
6,1773.5263
18,2499.5000
25,1746.7727
4,3975.2500
30,2064.2907
1,2535.0000
1,8950.0000
1,9812.0000
1,21311.0000
10,2519.0323
26,4674.2419
1,2396.0000
2,4950.3333
26,2489.8764
4,6054.2500
2,2110.0000
1,4235.0000
6,2728.6923
3,5876.6667
44,1654.2784
52,4562.7895
9,13038.1111
37,6592.8780
36,5776.0833
1,13059.0000
19,2091.3333
14,6534.1389
2,3929.0000
1,4968.0000
1,9628.0000
2,5538.0000
2,5150.7500
1,4975.0000
1,7520.0000
1,4340.5000
8,2073.3000
1,5938.0000
4,4892.7500
10,2758.9583
1,6161.0000
2,2939.2500
2,2547.5000
3,4479.3750
7,1950.5789
1,11059.0000
120,2095.1940
33,2077.0866
1,2268.0000
1,3639.0000
1,4052.0000
4,2680.8000
1,5444.0000
9,1601.3846
1,4523.0000
8,1889.3000
2,3103.0000
1,2616.0000
6,2241.9167
16,3421.3261
11,2057.4737
1,3172.0000
34,2347.9919
1,3026.0000
1,6063.0000
1,7288.0000
23,1976.7191
10,6544.6000
8,2245.3824
9,2907.8824
1,19060.0000
6,2110.8421
1,2426.0000
1,6443.0000
2,3386.5000
1,5208.0000
2,1893.0000
6,5876.0000
16,2699.7273
5,4779.4000
3,5107.0000
1,10971.0000
7,3108.4667
4,1960.7143
31,4917.7143
1,4462.3333
1,2090.0000
1,8099.0000
1,10537.0000
4,3291.2857
1,3526.5000
1,6024.0000
22,2079.7538
1,10649.0000
2,2763.3333
7,2295.3478
2,4323.5000
1,20668.0000
1,12755.0000
1,5027.0000
1,3024.0000
1,6895.0000
1,2149.0000
6,2715.0833
1,3253.0000
1,11060.0000
8,4506.7500
1,4011.0000
33,7400.2500
1,2273.0000
1,3893.0000
3,2450.3333
13,2228.3125
5,2363.8462
3,6640.0000
1,2365.0000
15,2624.3947
60,2287.3333
1,4287.0000
3,2354.6667
1,5037.0000
1,6780.0000
18,1957.5443
29,2464.8000
12,3052.6957
4,2149.2500
4,5551.3333
7,1925.0000
1,2000.0000
1,1959.0000
8,2753.0833
2,2542.0000
6,2580.8846
3,3946.0000
2,3283.0000
1,2273.0000
1,10304.0000
7,2078.4783
1,13171.0000
1,2834.0000
9,5458.3636
5,8870.8000
1,3310.0000
1,8780.0000
1,7903.0000
3,3910.0000
1,19623.0000
3,9117.8000
24,4778.8750
7,2886.5833
1,2477.0000
1,5619.0000
3,2650.0000
3,8399.5000
1,8749.0000
1,3185.0000
5,2968.3636
4,3458.5000
1,3797.0000
45,3182.7083
1,6112.0000
4,2979.4000
24,2548.9000
1,5261.0000
5,8963.2000
4,6847.6000
1,3493.0000
5,4197.1667
2,3246.0000
12,3178.1111
1,10799.0000
1,4905.0000
16,3527.9565
1,5697.0000
5,1807.0909
4,1759.8750
1,2736.0000
68,1594.6556
2,8007.5000
40,1967.9922
1,2255.0000
5,2148.7143
2,3925.0000
1,10426.0000
2,2753.0000
1,3157.0000
1,3754.0000
11,1999.6087
7,4628.1250
3,3250.8000
3,3025.2500
1,2753.0000
2,3103.5000
1,4187.0000
2,3480.0000
24,3602.3968
9,12177.6000
1,3047.0000
23,2664.7647
1,8132.0000
60,2055.9962
52,2167.0403
1,6949.0000
1,11887.0000
31,1601.5484
22,2227.7931
1,3356.0000
2,2774.0000
3,3194.6667
1,10171.0000
1,4847.0000
1,10927.0000
1,2634.5000
5,3654.9000
1,7254.0000
1,2863.0000
1,7905.0000
4,2028.4286
11,2802.0000
10,1743.4737
6,2639.5556
2,3836.0000
1,9998.0000
4,8070.2500
3,4651.3333
2,4427.0000
10,2262.6250
1,3475.0000
1,4627.0000
1,6689.0000
1,9957.0000
8,2376.5172
1,8103.0000
4,2646.1667
1,8045.0000
1,7059.0000
1,6003.0000
4,3030.3750
2,4211.4286
1,5889.0000
7,6101.0000
3,3316.3333
20,2760.0556
17,2375.2000
4,9601.4000
5,2592.0833
4,9413.2500
6,4445.3750
2,6281.5000
15,2106.4186
8,2815.6364
1,4084.5000
29,2390.1705
1,2665.0000
3,2634.8571
2,2114.0000
1,3465.0000
1,6090.0000
1,4178.0000
1,5445.0000
1,2928.0000
3,6828.3333
5,3490.0909
10,4057.7000
1,2838.0000
1,9783.0000
1,9813.0000
31,3839.3676
32,2259.1701
11,4045.4545
1,9034.0000
3,2640.5000
3,2737.1250
1,2828.0000
17,1782.5238
55,1628.0811
1,14785.0000
5,4698.0000
1,8538.0000
1,12647.0000
1,3054.0000
27,2786.6154
36,2254.3772
1,9122.0000
2,9029.0000
12,1940.4390
3,9176.7500
2,5657.0000
1,6185.0000
1,6781.0000
12,2894.1875
11,2823.3333
1,15890.5000
2,6942.0000
1,8083.0000
4,8606.7500
174,2898.6899
1,1723.0000
2,6471.0000
4,1934.1667
1,5938.0000
92,1524.5945
3,4537.5000
53,3025.7671
1,8752.0000
2,3904.4286
19,4392.5429
20,3250.1500
1,7771.0000
1,3861.0000
2,11498.7500
1,7369.0000
1,13068.0000
5,4557.8000
32,2148.3554
1,3679.0000
4,5879.2500
1,9649.0000
1,5112.0000
1,7198.0000
1,6704.0000
1,2785.0000
3,3301.5000
39,3676.3210
6,4283.2857
122,2051.0260
2,5563.5000
2,6256.0000
5,4849.4444
2,4882.5000
5,4769.5000
2,4301.0000
6,3095.1667
136,2152.9780
117,1329.7209
34,6290.5690
2,2197.6667
1,6360.0000
2,2916.7500
1,6352.0000
6,2829.1538
1,8601.0000
1,11584.0000
1,10093.0000
5,9177.0000
1,4121.0000
7,4202.8889
3,4942.0000
3,2918.7143
1,3888.5000
2,4516.5000
1,3044.0000
2,4471.0000
2,5487.5000
1,5377.0000
1,7443.0000
1,5444.0000
1,10525.0000
10,3559.2857
2,5914.0000
2,3411.0000
1,5607.0000
8,10419.6250
4,3695.0000
1,19776.0000
13,3053.6818
1,20400.0000
1,4282.0000
1,13516.0000
1,16537.0000
3,3894.0000
15,2479.4468
19,1949.5217
1,4200.5000
22,3081.0000
1,20097.0000
4,4387.2000
1,4882.0000
1,8726.0000
2,8223.5000
2,8228.0000
1,3858.0000
5,3126.6667
18,2460.8387
4,6858.2000
1,13824.0000
8,12884.0000
2,10001.5000
8,5010.5556
7,2226.1250
1,6124.0000
3,5916.6667
19,4984.9474
1,2047.0000
1,5593.0000
5,4289.6000
3,4297.3333
3,4062.7500
4,8695.0000
4,3466.2500
1,6580.0000
1,8391.0000
1,5516.0000
1,4977.0000
5,2856.9167
8,3983.7778
2,3817.0000
1,3411.5000
2,2618.0000
2,5578.5000
4,3611.3846
19,1828.3333
5,6818.0000
8,4012.2857
3,3287.5000
1,4981.0000
1,3999.0000
4,7074.0000
2,2678.5000
4,5787.3000
2,2306.0000
14,1813.8333
1,7981.0000
3,5839.6667
2,7055.3333
1,4990.0000
3,2504.4000
16,2702.0625
3,2229.2500
1,7997.0000
75,3342.2597
6,3435.1667
47,1548.3730
18,4934.7222
1,2587.0000
33,2015.3565
1,3105.0000
1,7590.0000
3,3099.5000
1,5652.0000
1,2274.5000
2,7156.5000
1,4372.0000
1,4997.0000
1,7718.0000
10,1956.0857
14,1768.9259
1,5821.0000
2,6454.0000
1,3526.0000
17,3984.2889
70,2037.4177
3,8192.6667
1,8650.0000
97,2084.3225
2,2395.8333
1,3969.5000
46,2212.0345
3,9964.5000
1,2330.0000
1,7088.0000
10,3322.5556
1,7834.0000
2,2795.2500
1,3697.0000
41,1969.3725
16,2873.2063
3,4749.6000
1,4500.0000
1,3863.0000
1,5571.0000
2,3803.0000
2,6003.5000
2,4101.0000
2,2786.6667
1,6329.0000
12,2037.1765
24,2700.9753
2,10545.0000
6,1954.1667
1,2749.0000
1,6165.0000
30,2932.4839
4,2849.7500
1,4634.0000
1,7429.0000
2,2651.5000
1,2397.0000
2,4159.3333
4,5686.4000
2,5391.5000
1,22671.0000
1,13645.5000
149,1357.6178
103,1463.9932
3,4664.0000
4,4256.0000
2,3397.6667
6,4014.5714
2,5126.0000
17,5316.4773
2,2778.0000
2,4903.0000
3,6076.0000
2,4633.5000
1,4238.0000
1,6973.0000
1,7662.0000
1,6709.0000
1,2307.0000
1,3724.0000
2,2968.0000
12,3271.3111
1,6473.0000
12,2702.2188
1,4771.0000
20,2014.1818
1,4282.0000
2,4212.6667
5,2533.0769
1,6709.0000
26,2451.8833
5,3850.4000
2,5855.6667
11,3439.6923
19,2108.5345
1,7144.0000
8,5172.9091
2,4133.3333
9,3724.5238
1,3078.0000
1,7444.0000
1,5582.0000
1,16557.0000
7,5290.9091
2,9630.0000
4,2693.5556
3,5424.0000
58,1811.1581
2,3904.0000
4,3452.4000
1,8684.5000
95,1896.4065
9,2228.0556
3,2019.0000
1,5349.0000
1,3678.0000
2,4039.5000
14,5192.7857
1,2733.0000
3,2213.7500
1,2589.0000
36,1963.4692
10,3219.0000
1,5576.0000
2,3024.0000
1,2868.0000
1,11692.0000
1,2978.0000
1,3883.0000
3,2599.6667
1,7360.0000
1,9507.0000
3,2066.0000
