comps,compAVG
4,11012.5000
23,10488.0303
3,15648.3333
3,13958.0000
8,8256.7000
1,19601.0000
112,5546.6080
27,8426.7241
4,9687.0000
3,5612.3333
24,5696.9211
1,18775.0000
22,7834.4412
1,17366.0000
38,5323.3284
3,11964.0000
1,16634.0000
1,16489.0000
1,15154.0000
10,9125.6000
2,9801.0000
1,11008.0000
2,8679.5000
94,6262.3308
11,18895.6364
2,11308.5000
2,8797.5000
1,10603.0000
5,7897.0000
1,13656.0000
8,12181.6250
2,11817.5000
1,15984.0000
4,9168.0000
16,6950.9412
64,7916.9531
6,7922.1429
10,7584.2308
1,27627.0000
2,9947.0000
2,13532.5000
12,8454.7500
44,6506.2400
5,6301.0000
3,10051.3333
2,14269.5000
32,6650.9167
115,7625.0563
60,6233.7671
1,23406.0000
2,10999.0000
4,9915.7500
34,5387.8537
2,10179.5000
7,11929.2857
1,13990.0000
26,4435.1915
11,7343.5000
140,3999.5448
1,8565.0000
2,9814.5000
18,4747.7143
4,6328.2500
4,9287.5000
17,7176.6667
24,7218.0417
4,8652.7500
3,7370.5000
8,12521.4444
1,29517.0000
1,12862.0000
1,16636.0000
14,6176.2500
14,5907.1053
3,9491.0000
1,14683.0000
3,18352.3333
6,8960.1667
1,6308.0000
2,15961.5000
18,7768.1667
11,6797.2857
1,14825.0000
10,8009.4545
3,13107.3333
10,9699.8000
1,19750.0000
82,5202.0792
1,13976.0000
13,19766.3077
1,29032.0000
1,18819.0000
2,15541.5000
4,18607.7500
1,11207.0000
2,12439.0000
14,9287.8667
1,18504.0000
6,8004.2857
2,6963.7500
23,6675.2917
9,10785.7778
2,18027.0000
4,9273.5000
1,12182.0000
2,18472.5000
12,6298.1250
7,21701.1429
2,6656.0000
1,9871.0000
25,5520.1304
61,5386.5288
29,5563.8800
7,10055.5714
15,6620.6667
22,7351.1379
1,23772.0000
2,10622.5000
26,10907.2414
4,9361.7500
3,9330.3333
3,15265.5000
25,7215.0938
2,14933.0000
3,16603.0000
7,19492.0000
1,26067.0000
1,14974.0000
1,8882.0000
6,7587.0000
8,6788.0909
2,12202.0000
21,8770.4348
1,11791.0000
1,8658.0000
32,7055.7750
8,9839.3333
1,12259.0000
16,6674.9500
15,7897.6000
15,8085.5625
26,4617.7959
1,11575.0000
2,10390.5000
25,7977.1333
3,7316.0000
81,4543.1812
28,5342.9600
3,18420.0000
1,14498.0000
8,9109.2222
1,12086.0000
6,8186.3750
21,6455.1364
1,12067.0000
4,9080.0000
14,7943.5714
3,9620.3333
7,7788.2857
2,10069.0000
4,12175.2500
20,6800.2800
18,9462.6111
5,6784.0000
11,7961.3684
12,7769.1875
8,8625.7500
29,5599.0789
7,9169.2857
3,15554.3333
3,11471.0000
17,8843.9500
2,9041.5000
5,11100.8000
79,6847.0889
18,8816.3889
3,9279.6667
1,6092.0000
2,10438.0000
1,20378.0000
27,5439.6522
3,18007.6667
34,5538.4528
3,11745.0000
2,19892.0000
1,12710.0000
2,24615.0000
2,11817.5000
6,10036.3333
1,13128.0000
1,19341.0000
23,7437.1212
5,11373.8000
2,13433.0000
15,10476.8235
1,8624.0000
15,7982.0000
36,5315.3191
1,11010.0000
1,14047.0000
4,6981.0000
4,7855.7500
1,16211.0000
1,15473.0000
1,11319.0000
6,8002.6667
3,11121.0000
1,11882.0000
6,7962.1667
1,10626.0000
17,9724.6111
19,11747.5714
18,6777.2500
53,5892.8095
13,7756.5625
91,8444.0769
9,9492.1000
2,15773.5000
8,8837.6667
63,4655.9111
33,7078.9714
6,9239.0000
14,9140.3333
2,15647.5000
3,12029.0000
6,6602.2222
2,14945.5000
29,7893.2821
3,9618.0000
2,20377.5000
2,17469.0000
34,8520.4048
1,11808.0000
10,8255.2143
3,13937.3333
5,13563.2000
28,6174.8182
8,7555.8889
4,7391.6000
3,9385.7500
19,8217.2593
5,6454.3750
34,5230.8261
21,6015.0870
3,10804.0000
1,12083.0000
35,5770.7895
1,13594.0000
125,5011.6546
2,14200.0000
42,6150.2676
1,25988.0000
29,7561.5882
1,17941.0000
6,6614.8333
6,12443.5000
30,8416.3824
1,15191.0000
2,5748.5000
86,4581.2590
3,14266.0000
4,5258.2500
2,8353.0000
28,5830.1364
31,5319.0200
9,7006.1667
13,12781.6923
1,17665.0000
23,6419.8000
6,7761.7143
41,5389.7778
31,12456.3030
1,31796.0000
3,7793.6667
1,8038.0000
3,8231.0000
7,10781.5714
2,8554.0000
2,8742.5000
74,6198.8614
31,6012.7297
2,9902.5000
1,7203.0000
1,21734.0000
1,18591.0000
1,20007.0000
29,7599.7500
18,7563.9524
2,14016.5000
1,14337.0000
1,10396.0000
5,9589.8000
1,14412.0000
21,6344.8148
6,7805.0000
2,12421.5000
11,7531.7857
8,7308.4444
16,9184.3889
1,18188.0000
16,8726.0000
2,11212.5000
3,9203.3333
3,9024.5000
6,11218.5000
5,7865.5000
2,14155.5000
4,10527.5000
3,17554.6667
20,11602.8182
2,15115.0000
4,6766.0000
3,6590.0000
47,5227.7377
20,6903.7273
4,5589.2000
5,9691.6000
3,13828.3333
1,19866.0000
7,13962.8571
11,10335.5000
48,5635.6818
19,6816.4545
18,7645.6667
22,7876.3077
1,7191.0000
2,10049.0000
1,10213.0000
2,9877.6667
14,6360.1500
2,14132.0000
2,13482.5000
8,9065.1250
20,7712.3793
1,18946.0000
3,11136.3333
5,9493.4000
29,6405.1143
2,9119.5000
3,11939.3333
39,4324.6914
2,18552.0000
15,8650.1111
30,8163.1935
1,17952.0000
11,5797.2353
20,16310.0476
55,4212.0202
11,9044.3636
1,10087.0000
5,18763.6000
4,11233.7500
26,7167.9063
5,13597.6000
105,5792.2577
1,20273.0000
1,18901.0000
115,5265.5991
73,5210.6695
13,20530.7692
2,17016.0000
1,14171.0000
1,13875.0000
6,14715.3333
1,17653.0000
10,10323.9091
4,21916.7500
12,6080.2667
17,6908.2105
6,13104.1667
2,10784.3333
16,8089.3000
5,14042.4000
2,17274.0000
1,18189.0000
1,19784.0000
16,6728.5000
3,13900.6667
5,6867.3333
2,14064.5000
1,10782.0000
1,13253.0000
28,7179.6061
34,4869.5472
1,28051.0000
27,7413.3750
4,7674.5000
11,6410.4667
8,9283.1111
30,6333.2500
62,5817.4333
1,7602.0000
40,5467.7885
26,7180.6071
5,12942.0000
11,6265.0000
18,9463.5263
5,9835.4000
9,12212.3333
1,10716.0000
2,26203.0000
139,3588.4947
90,4525.0649
6,9555.0000
10,5611.0667
6,9128.8333
19,7564.3077
1,19374.0000
1,11197.0000
10,10002.5455
18,6089.2308
2,12387.5000
3,12833.3333
3,18278.6667
1,8629.0000
47,4431.0000
1,20878.0000
63,4622.2826
1,13859.0000
3,8377.3333
1,26358.0000
19,6094.1034
1,16042.0000
1,18804.0000
1,14555.0000
17,4978.7037
21,5004.8182
8,7391.4545
1,14298.0000
5,9794.6667
9,12802.4444
77,5182.1379
2,12717.0000
6,10629.5000
2,12264.5000
3,8625.5000
12,7702.6154
16,6464.6667
2,14334.5000
3,12128.3333
1,10868.0000
1,18503.0000
2,9345.5000
2,7956.0000
4,10788.2500
2,13596.0000
5,9964.0000
1,24803.0000
64,5357.8182
2,10219.5000
1,17363.0000
1,15514.0000
47,5675.1579
5,8740.8000
193,5644.2782
1,10920.5000
8,7259.5000
1,11837.0000
4,12116.0000
4,11945.2500
77,5436.2185
160,4382.1140
1,11244.5000
3,8044.5000
2,13997.5000
1,6967.0000
6,7109.7143
47,6106.4429
2,9104.3333
8,26513.7778
29,5963.5208
18,5555.1111
2,12565.5000
5,15416.8000
1,41067.0000
31,6062.8780
18,9315.9130
17,6983.1905
1,15838.0000
71,6214.8083
6,7560.0000
2,9930.0000
34,6297.1250
2,19257.0000
2,8797.0000
16,4404.0000
41,5848.3387
1,18759.0000
1,9953.0000
1,10133.0000
1,9189.0000
1,15394.0000
1,21846.0000
1,16187.0000
4,12222.0000
7,6787.1000
1,16353.0000
2,10260.5000
1,13892.0000
12,13820.5385
8,10570.8750
8,13445.6250
2,11261.5000
6,12855.0000
7,6084.8000
5,8313.8000
12,5633.9333
3,10593.6667
4,6527.8000
4,11653.7500
3,9780.6667
2,10793.0000
1,29865.0000
2,9944.5000
1,9231.0000
1,17469.0000
10,4747.8125
1,10162.0000
15,5746.3478
3,6848.4000
16,5376.7619
1,16238.0000
1,12926.0000
52,7457.2105
1,15802.0000
13,10615.7857
1,7785.0000
33,5371.0455
1,10091.0000
2,35086.5000
54,4753.2048
5,7330.0000
104,7035.9417
1,21561.0000
35,6052.1429
2,7921.5000
1,20545.0000
146,8296.3667
1,15324.0000
1,15903.0000
25,5358.5294
3,20981.0000
4,10083.4000
16,8012.0000
1,19487.0000
1,8777.0000
61,5978.1831
6,13600.8571
8,5979.3333
1,22726.0000
4,13255.2000
1,13011.0000
11,8105.5385
1,9602.0000
4,14052.0000
9,7496.1000
22,7325.1935
6,9351.3333
7,7276.2500
2,12067.0000
2,14813.5000
18,7039.0556
22,5251.7200
99,5456.0079
8,6504.8889
1,13737.0000
1,15158.0000
12,7737.2857
2,19543.5000
12,11318.6667
2,13509.5000
4,7718.5000
3,7843.3333
1,11095.0000
2,7505.5000
2,9073.0000
1,14666.0000
3,12849.0000
1,10380.0000
3,8862.6667
5,10058.4000
1,16552.0000
1,14687.0000
1,17949.0000
1,12702.0000
2,7828.0000
1,6808.0000
12,6622.8571
5,7647.0000
23,7284.8519
12,5520.4286
1,10266.0000
3,12281.2500
26,5317.3721
1,10260.0000
1,36992.0000
1,15603.0000
1,30675.0000
1,14320.0000
1,11263.5000
2,7103.6667
1,13042.0000
1,27799.0000
1,11433.0000
2,10931.5000
2,10929.0000
5,8308.2000
2,10089.0000
1,16461.0000
4,11833.0000
7,12583.5000
24,7295.7813
2,8669.5000
14,6687.7368
14,5933.1111
5,8430.3333
26,7320.1389
1,12910.0000
3,8225.0000
26,5131.6098
5,5929.4000
14,5589.6500
1,12330.0000
12,6835.7692
13,10630.9333
1,8372.0000
6,7820.1667
5,8747.3333
2,7442.0000
1,6140.0000
1,12938.0000
2,14099.0000
10,6017.0769
1,17557.0000
5,8690.4000
1,8458.0000
3,8172.0000
1,13115.0000
13,6298.5294
1,9115.0000
2,8858.0000
6,8402.5000
5,7186.0000
1,7696.5000
2,7451.5000
34,7051.0750
1,12065.0000
2,10986.0000
1,8393.0000
1,10150.0000
114,5358.4783
1,17383.0000
1,14942.0000
7,9521.0000
41,4879.3333
12,5834.4167
7,11639.1429
1,18207.0000
3,7862.6667
55,3878.6667
2,19881.5000
7,8835.8889
1,11712.0000
2,8124.0000
1,13895.0000
22,6047.4815
16,5513.2222
1,23018.0000
7,7593.7500
8,9887.7500
42,5421.4156
47,6304.9808
25,5854.8889
1,6120.0000
3,13396.7500
1,9451.0000
13,6672.7778
1,19897.0000
15,6211.0417
4,9133.0000
34,7635.5000
1,10005.0000
1,13731.5000
1,7598.0000
2,11665.5000
12,10601.6471
1,10156.0000
2,10310.3333
12,7236.5714
6,8212.8333
7,7888.3333
5,15131.2000
21,9006.1290
2,11377.0000
2,15815.0000
1,12338.0000
1,5584.0000
1,17233.0000
1,48311.0000
15,5084.6774
1,13779.0000
2,7840.5000
2,8225.0000
52,7312.3467
8,8909.5000
41,6010.2364
13,6277.7895
5,6299.1429
1,16651.0000
30,6021.0392
1,21054.0000
5,6937.7778
2,7194.0000
14,8051.2667
23,8845.4800
63,3912.3462
5,9147.6000
9,7414.9091
28,5362.5405
4,8614.2500
12,7084.9231
3,15779.0000
3,10928.3333
65,4406.7629
35,4061.5441
1,15534.0000
1,8127.0000
5,8551.6000
6,6007.2222
6,6381.4286
1,8420.0000
5,8496.8000
16,5834.5263
1,33875.0000
15,6890.6000
12,5835.3333
2,13364.5000
1,9106.0000
1,11887.0000
3,9750.6667
11,9227.0833
4,10560.5000
3,10194.6667
9,6653.4615
3,9718.0000
1,13421.0000
4,9180.2500
4,10729.7500
1,16597.0000
1,16543.0000
1,14651.0000
5,9632.2000
1,9731.0000
1,15119.0000
3,9994.0000
4,12425.2500
2,14858.0000
1,17908.0000
37,5617.1628
36,7583.5738
11,8325.6923
1,19882.0000
3,16745.0000
13,5411.2174
15,9037.2667
19,11847.2105
1,12676.0000
4,8955.7500
3,6832.3333
1,10177.0000
10,7202.8182
5,6608.2857
8,7180.0833
23,7022.0417
3,13344.3333
2,11032.5000
6,10935.1667
30,6620.8200
5,7214.4000
54,5412.0286
1,25116.0000
2,11119.0000
10,7334.7692
45,8181.2745
93,5755.8462
2,11344.0000
3,14304.3333
3,16022.3333
28,9544.9762
7,8402.7143
2,10894.5000
31,5816.6857
1,7747.5000
1,18143.0000
1,12194.0000
2,9491.3333
2,14238.5000
19,8968.5238
1,16473.0000
4,8207.2500
4,8471.2000
42,7129.0377
53,6956.6066
21,4510.9429
1,21358.0000
1,8766.0000
3,11627.6667
6,10367.6667
1,9622.0000
2,9969.0000
7,10256.3750
9,8247.3846
87,6553.5468
6,10682.8333
19,9939.3684
3,5534.2500
2,9566.5000
3,7029.3333
6,10301.5000
4,12384.0000
17,8140.7143
15,8710.2500
1,10010.0000
1,15301.0000
1,28392.0000
1,8882.0000
1,15256.0000
8,16886.3750
4,12598.0000
1,17082.0000
5,13657.6000
109,4691.1759
5,9035.6000
10,11874.2000
3,7519.3333
9,6551.6667
16,7408.8824
1,19242.0000
5,10338.0000
2,7060.7500
2,9985.0000
7,9472.2857
1,15038.0000
5,10082.0000
4,8405.2500
1,17561.0000
1,12102.0000
1,13202.0000
2,15036.5000
7,7504.5000
43,5485.6190
7,8332.6667
1,19602.0000
5,9800.6667
3,12595.0000
1,13837.0000
36,6027.0962
8,7508.0000
1,12868.0000
1,13387.0000
8,8005.6000
8,9039.2222
4,8598.5000
2,18155.0000
1,8751.0000
11,7468.4545
61,4117.7717
33,11134.7632
1,9641.0000
1,15809.0000
1,14935.0000
2,13047.5000
1,21432.0000
3,7812.7500
5,6640.0000
17,7153.4783
8,6221.8333
5,6974.1429
1,9009.0000
1,11138.0000
9,7552.2222
32,7900.3158
3,16926.3333
12,9758.6429
13,6422.1579
13,5968.5000
5,15212.6000
8,10858.0000
16,6364.6316
5,10015.2000
1,14926.0000
1,11196.0000
4,8649.7500
44,5981.9268
24,8047.7419
2,18676.0000
6,9165.4286
10,8928.0000
16,8969.3529
36,5342.3000
1,8394.0000
5,9466.6000
1,9470.0000
10,6514.6250
1,10103.0000
1,15844.0000
4,8060.2500
5,9521.6000
3,13094.2500
1,11123.0000
2,6408.5000
22,3919.0000
1,34332.0000
1,10819.0000
1,14537.5000
10,7521.0000
1,11118.0000
41,5940.8667
58,4779.8542
1,10627.5000
1,7516.0000
4,6812.0000
2,13106.0000
3,6637.3333
1,5862.5000
3,14874.3333
2,13886.5000
3,6678.8000
23,5529.8049
11,8721.0909
1,14430.0000
2,8812.3333
60,6066.0959
16,6168.3333
19,5307.0357
1,10085.0000
1,13626.0000
1,13195.0000
19,7948.8947
45,4982.5263
1,20198.0000
3,9457.0000
12,5644.4167
1,13010.0000
1,21953.0000
128,5135.5044
16,5062.4800
1,12894.0000
11,5698.3529
5,7915.2000
9,9285.6667
3,16332.6667
7,7891.5000
4,13120.5000
126,5018.9474
16,5390.6667
2,17062.0000
4,8358.6000
43,5252.7662
1,8906.0000
5,9011.8000
23,5223.2500
22,7157.1818
1,15661.0000
4,7726.0000
3,13629.6667
1,8357.0000
3,5946.7500
22,6181.2759
8,6805.8889
1,15423.0000
2,9413.0000
1,11172.0000
44,4542.1839
1,27478.0000
1,14039.0000
4,9979.7500
1,14092.0000
2,23011.5000
31,5595.0185
39,6800.5625
33,5030.4231
1,15630.0000
1,14054.5000
3,10335.3333
6,8883.0000
18,8126.1667
1,9274.0000
61,4348.1858
6,7357.1667
3,9652.0000
4,10838.7500
4,7000.5000
3,6137.3333
6,5562.5714
2,10383.5000
5,9270.2000
12,8317.9333
3,10788.3333
24,5330.1364
2,9093.0000
2,9310.5000
84,5533.7879
2,9498.0000
1,11460.0000
7,10261.0000
13,6115.9091
3,17971.0000
2,10029.0000
14,4736.9412
20,7736.3500
1,11363.0000
28,6180.1515
2,11005.5000
12,4222.6000
1,8847.0000
15,8436.9333
1,12156.0000
2,12158.5000
1,16218.0000
1,10481.0000
9,5454.2000
1,12614.0000
3,8438.6667
6,7397.1667
19,6563.8696
2,13914.5000
3,13262.3333
1,18548.0000
30,5668.6600
20,7453.4667
47,5572.8916
1,11478.5000
1,16307.0000
14,6580.3158
2,9408.0000
39,5057.2830
2,11187.0000
4,5943.0000
2,13260.0000
2,10127.5000
1,10682.0000
2,17335.0000
30,3824.4545
7,7716.5455
1,9517.0000
16,11221.0000
2,12002.0000
1,14281.0000
1,8185.0000
6,8844.1667
1,11950.0000
1,19638.0000
9,8833.0714
7,8595.4444
1,10334.0000
9,8874.8333
4,6818.0000
1,9497.0000
1,18113.0000
24,6999.4444
1,22987.0000
1,32229.0000
13,6377.9000
5,8096.6000
4,11498.2000
53,6076.2759
1,20667.0000
7,6785.5000
25,4046.9750
1,8243.0000
13,5973.0588
4,6263.2500
1,7753.0000
1,7327.0000
9,8074.3333
27,5026.1200
27,6386.8889
1,15517.0000
20,4641.4773
20,7593.0000
1,16038.0000
23,4916.2609
1,15004.0000
10,5265.3846
17,6186.6500
1,12072.0000
4,13342.0000
2,12819.5000
50,6085.7143
4,9162.3333
9,7334.5556
7,13805.4286
1,14845.0000
2,7937.5000
2,12866.0000
1,17396.0000
8,15135.7778
1,9776.0000
1,15112.0000
25,4798.0727
1,46898.0000
3,17513.3333
1,16186.0000
8,8448.8750
7,10001.7143
34,5673.0000
1,7763.0000
8,9030.3333
6,13049.3333
4,8165.2500
12,7717.5833
1,11501.5000
6,10698.8571
7,9003.1250
1,15024.0000
1,12585.0000
3,11604.3333
10,5001.7500
63,4242.7708
4,12701.2500
1,10493.0000
3,7951.6667
1,13528.0000
7,11889.8571
6,9132.1429
12,11084.6154
25,9811.5313
51,5308.9740
1,22297.0000
1,21945.0000
2,10731.0000
4,12668.2500
1,16522.0000
7,6763.7143
3,12140.6667
1,11152.0000
5,6945.3000
8,6434.1000
5,8751.8000
3,9723.6667
1,12487.0000
21,11015.1154
16,7856.1579
2,8853.7500
1,14802.0000
6,8662.1250
8,8290.0000
1,9678.0000
4,19412.2500
8,10346.1250
1,10572.0000
3,10113.0000
5,9965.6000
8,8502.6250
5,16641.0000
16,6043.4000
5,7480.4000
4,4547.5000
30,4245.2653
16,5996.3500
5,6459.6000
1,15225.0000
3,5732.2500
1,13370.0000
33,5304.8596
3,7929.3333
5,6528.3750
3,7836.6667
3,9795.5000
2,8155.5000
1,33112.0000
2,5764.0000
3,8144.3333
2,7998.0000
71,6493.7196
1,12499.0000
2,9806.0000
3,9546.0000
1,8263.0000
4,7891.4000
1,9568.0000
19,7329.3667
7,7651.9000
6,11204.6667
1,13182.0000
30,7288.8837
4,6076.0000
39,6347.5789
1,14796.0000
32,3749.8056
1,7596.0000
1,9750.0000
4,7511.0000
12,7992.5000
1,10780.0000
1,10130.0000
9,9619.4444
1,13582.0000
3,7228.0000
1,11100.0000
9,8677.0000
1,10449.0000
3,10437.0000
9,6643.2000
2,9812.5000
1,5664.0000
5,15207.0000
1,10073.0000
10,6068.2727
1,13177.0000
1,15065.0000
20,7759.9565
1,10854.5000
4,10011.4000
4,6705.6000
99,4183.9148
37,5980.0303
5,8771.8333
3,8666.5000
11,8661.3529
11,8620.9375
1,33379.0000
1,20385.0000
5,6444.6250
9,9015.0833
1,15773.0000
1,15739.0000
5,11945.2000
1,9142.0000
1,13548.0000
3,10949.0000
1,15855.0000
1,12068.0000
1,10837.0000
6,8108.3750
52,6724.2368
23,5126.6000
1,8863.0000
1,14128.0000
28,6572.4242
6,6987.8571
4,10376.2500
18,5524.8519
8,7889.2000
1,15295.0000
5,7390.8000
1,13520.0000
2,7710.0000
17,5324.6970
1,20654.0000
1,16079.0000
1,20094.0000
1,13734.0000
10,6798.1875
1,21831.0000
1,17263.0000
7,8220.8571
2,16415.0000
1,15347.0000
1,9777.0000
43,4612.3472
6,7989.7143
4,7089.7500
1,14142.0000
2,16498.5000
68,5711.2589
51,5263.7143
1,9765.0000
1,17037.0000
6,7911.1000
10,6933.5000
1,12292.0000
2,9515.5000
27,5686.9400
1,8206.0000
1,17153.0000
1,13371.0000
7,14911.1429
1,9441.0000
1,15757.0000
1,12670.0000
1,11098.5000
1,9289.0000
2,9096.3333
1,9184.0000
9,7847.8889
40,6833.3220
14,7561.0000
2,12219.5000
4,5529.0000
33,4968.3721
6,6973.3333
2,8070.0000
3,8654.3333
2,11207.5000
2,7796.0000
3,12900.0000
1,11344.0000
1,11975.0000
3,14529.3333
66,3567.7594
1,17750.0000
5,6799.1000
1,9047.0000
1,6878.5000
7,6548.1111
1,10685.0000
1,11266.0000
1,11999.0000
11,7666.7857
1,8774.0000
116,4835.7037
7,7255.8889
4,5992.5000
3,11233.2000
1,10242.0000
1,9615.0000
16,6691.4375
1,11195.0000
2,7837.5000
4,5919.5000
2,10730.5000
3,13770.0000
3,6634.6000
4,8250.2500
4,6127.2500
1,16962.0000
13,7324.1538
9,6174.9091
5,8272.6000
8,5551.0000
3,6539.0000
4,5409.2000
5,8221.2000
5,9218.0000
2,8212.0000
3,8563.0000
1,19507.0000
6,8842.1667
34,4747.8955
8,7572.5556
1,15907.0000
36,5569.8261
3,9181.3333
3,10536.3333
14,5994.6111
1,9209.0000
1,11769.0000
12,8696.5000
7,9293.5714
9,12665.0000
1,20455.0000
1,8438.0000
10,6213.2857
2,10276.0000
19,4456.9643
1,11989.0000
9,7029.3000
1,37589.0000
23,7946.0000
4,9738.5000
2,10045.0000
42,8393.2157
2,13137.0000
1,14341.0000
2,14490.0000
1,10225.0000
1,11093.0000
1,14119.0000
45,6611.5800
21,4539.5946
12,11315.2500
3,7073.8000
1,10842.0000
6,8492.7143
1,42248.0000
1,11801.0000
6,5406.1429
59,8057.2571
2,12046.6667
7,5744.8889
3,7778.6667
12,7761.2500
2,11740.5000
1,12731.0000
16,5173.1739
19,6717.5000
13,6559.9286
23,5083.8750
1,25155.0000
4,6481.1667
53,4685.9125
3,7056.6667
1,12389.0000
1,17067.0000
1,16160.0000
3,13192.3333
14,6863.3125
31,5625.9118
15,9372.1333
6,6144.2727
10,9875.9000
18,7455.6190
13,7177.8333
32,3948.3704
3,8417.0000
55,5480.0268
31,6143.4231
1,10745.0000
4,10487.0000
1,23346.0000
1,10923.0000
1,21262.0000
8,14357.8750
22,8270.2500
3,6815.6667
5,9001.8000
10,6264.7500
1,11670.0000
1,20444.0000
2,6879.5000
16,6092.6957
5,8606.4000
1,10737.5000
2,11697.5000
33,5166.0000
3,8299.4000
2,8407.0000
7,9671.7143
4,9105.8000
10,7373.0000
5,13003.0000
1,13647.0000
2,9149.0000
1,10608.0000
2,8220.5000
28,7216.8000
10,6579.9375
1,12509.0000
1,13299.0000
1,10409.0000
7,10885.8571
4,5824.7500
6,8378.5000
2,15385.0000
4,9126.1667
27,8141.0000
1,9022.0000
4,7895.5000
23,7883.8333
2,15050.5000
34,6078.9524
1,13886.0000
3,6979.0000
1,12998.0000
1,19366.0000
5,7829.6000
2,6643.5000
14,5655.9000
10,4776.3158
22,5908.4878
3,9663.3333
1,7133.0000
95,4495.7809
14,5806.0000
1,12339.0000
14,6589.3158
4,9954.5000
1,11562.0000
21,5177.7857
4,12128.7500
8,6854.1250
1,18867.0000
1,7171.0000
13,7037.3571
1,8552.0000
3,6345.6667
1,8965.0000
1,13555.0000
20,6634.3913
16,5920.4000
1,8064.0000
7,10799.8750
1,13866.0000
3,10028.3333
5,9119.1250
6,8779.5000
1,31008.0000
2,9134.0000
6,6641.0000
6,7087.5000
10,7653.0000
8,9025.0000
15,5916.0000
7,6288.5556
10,10112.0000
1,7995.0000
3,15306.0000
7,11347.5714
13,5747.9259
1,8057.5000
22,6937.6667
22,6444.7391
1,22864.0000
1,13321.0000
1,17093.0000
1,9368.0000
4,9267.2000
14,5079.1250
10,6043.8182
3,8970.6667
1,12033.0000
1,12118.0000
3,11301.3333
3,15750.6667
5,9371.8000
8,8715.7778
6,10250.6667
8,8584.7000
9,8299.1111
3,7699.6000
1,11080.0000
1,16014.0000
39,5611.0217
2,8537.5000
3,11447.3333
21,7471.5455
5,7794.2000
1,15968.0000
7,5364.5556
3,12535.6667
1,16339.0000
59,4693.7846
4,6709.5000
1,16339.0000
4,8138.0000
3,19057.0000
4,12256.2500
16,7339.6111
1,11435.5000
1,8561.0000
15,9738.4667
4,11042.7500
21,7282.2667
8,4889.3333
18,6046.3478
1,9247.0000
4,8569.5000
2,7317.0000
3,12090.6667
2,13434.0000
