comps,compAVG
1,40372.0000
3,12974.3333
1,36152.0000
5,12046.4000
1,18289.0000
2,25235.5000
1,25023.0000
2,12152.5000
21,11751.0000
1,11654.0000
3,4987.6667
1,17153.0000
3,20165.3333
12,3378.3333
1,11461.0000
1,36957.0000
1,17759.0000
2,17179.5000
36,11536.9189
3,14140.6667
1,27121.0000
1,12236.0000
5,5068.6000
1,33115.0000
1,7665.0000
1,21165.0000
2,17601.5000
6,3925.6250
1,23198.0000
1,19803.0000
1,21307.0000
5,10033.6000
2,13578.0000
2,21569.0000
12,15536.7857
1,14970.0000
1,22550.0000
7,3453.7143
1,24155.0000
1,30519.0000
2,18596.0000
3,12927.0000
2,13247.0000
13,4974.7857
23,6875.9600
1,17592.0000
1,32578.0000
7,11033.5714
6,14832.5000
1,42906.0000
1,15469.0000
3,19692.6667
1,25670.0000
5,5089.0000
2,17281.6667
2,17677.5000
6,13141.2857
5,27057.0000
8,10955.8889
5,10151.5000
3,26543.0000
5,12522.8333
1,5458.0000
1,12401.0000
1,18717.0000
3,17924.3333
1,22362.0000
1,27635.0000
13,4604.2308
2,4619.5000
1,26097.0000
1,12862.0000
1,12530.0000
1,22595.0000
26,11276.1852
8,5402.5000
1,27513.0000
55,7054.7121
1,12238.0000
2,27587.5000
2,6328.5000
1,22182.0000
3,4445.5000
2,10207.0000
2,7392.5000
1,16439.0000
3,5519.0000
1,19823.0000
1,5573.0000
13,3491.6250
10,18089.5455
1,16918.0000
2,16249.5000
2,16348.0000
5,10903.8333
3,8477.3333
1,20753.0000
1,10232.0000
1,39140.0000
2,8974.5000
1,20555.0000
5,18848.8000
2,6801.5000
3,7201.8000
1,20549.0000
3,6454.6667
1,11525.0000
1,26329.0000
1,16387.0000
3,22399.3333
1,4996.0000
6,4719.7143
5,9589.4000
1,21531.0000
1,9491.0000
2,15419.0000
2,48929.0000
2,30630.5000
1,26847.0000
3,18415.6667
2,11175.5000
1,36929.0000
9,5243.0000
1,7234.0000
20,6896.6667
1,24569.0000
10,12182.0000
1,28984.0000
3,10876.6667
1,38127.0000
7,16935.3750
2,10794.5000
1,32814.0000
2,16436.0000
3,13735.0000
1,22786.0000
2,10299.5000
7,16892.2857
12,6411.0000
8,10308.2222
5,11712.8000
1,36183.0000
1,22135.0000
1,46536.0000
1,44003.0000
2,8926.5000
1,33869.0000
1,21989.0000
17,9758.4737
7,10062.1429
2,12818.0000
1,40497.0000
10,10609.9091
6,3941.8333
7,23351.2500
4,3335.7500
13,4531.5000
3,15434.0000
1,26719.0000
9,27384.3333
3,15780.0000
1,37150.0000
1,11799.0000
1,22675.0000
1,8695.0000
1,18310.0000
2,18841.0000
7,21693.0000
1,16441.0000
2,12448.0000
4,6635.7500
1,25914.0000
4,9067.5000
2,15939.5000
2,3356.0000
1,17822.0000
1,24566.0000
3,8618.6667
3,13365.3333
1,24894.0000
10,13190.3000
1,21421.0000
2,20532.5000
1,14287.0000
1,9966.0000
1,8022.0000
16,3392.0625
2,3040.0000
6,10531.3333
3,19911.3333
4,17375.0000
3,18762.7500
1,33644.0000
2,20757.0000
1,24137.0000
17,2929.6667
3,3810.0000
3,11615.6667
11,11081.0000
1,27711.0000
1,21538.0000
5,13673.5000
1,18467.0000
6,7390.8571
3,4814.0000
1,19286.0000
1,20025.0000
2,24981.0000
11,6423.3077
3,15878.0000
1,22379.0000
1,20687.0000
1,10025.0000
4,14150.5000
1,6210.0000
1,24710.0000
1,31671.0000
1,16642.0000
18,14525.2000
4,2929.0000
1,26821.0000
12,13160.8571
29,3960.1818
5,10898.2000
3,17681.0000
3,16350.3333
3,25515.6667
1,16524.0000
1,20946.0000
5,12250.2000
1,32134.0000
1,5771.0000
1,36508.0000
1,19420.0000
2,12156.0000
4,11265.5000
2,33447.6667
1,41141.0000
2,10743.5000
18,12166.9048
3,15737.0000
1,14862.0000
11,4612.1818
2,9501.5000
7,14328.3750
1,29894.0000
1,28814.0000
1,13375.0000
3,26233.3333
1,5020.0000
1,31785.0000
3,17759.6667
1,18638.0000
2,11835.0000
2,11206.0000
1,27732.0000
2,16340.5000
7,7179.1429
2,16916.5000
14,3320.4286
4,27502.0000
1,21232.0000
2,15954.5000
1,9650.0000
1,9961.0000
1,38820.0000
1,21538.0000
1,35639.0000
1,7088.0000
2,26756.0000
1,31302.0000
1,37366.0000
1,35315.0000
2,74650.0000
3,9759.0000
1,11187.0000
5,11654.6000
1,25451.0000
3,14928.6667
1,8401.0000
1,15217.0000
2,12726.0000
1,24949.0000
2,21690.5000
2,3968.0000
2,11061.0000
41,2463.7500
3,29010.3333
2,22113.0000
1,8422.0000
3,10698.6667
4,15837.0000
1,11798.0000
1,46073.0000
1,38986.0000
1,41404.0000
1,20992.0000
1,9118.0000
1,9019.0000
4,4843.0000
1,15471.0000
3,10824.6667
1,13708.0000
1,28324.0000
5,17356.5000
8,3016.0000
4,14804.0000
18,4583.8333
2,18060.5000
4,4593.2500
10,12437.8333
1,14639.0000
1,18562.0000
2,21133.5000
1,7516.0000
1,14739.0000
3,8227.0000
3,34983.3333
1,23574.0000
7,15871.1429
1,21622.0000
2,30706.0000
1,26034.0000
6,14533.7143
1,29295.0000
2,6686.5000
19,5747.6087
3,24193.0000
1,7096.0000
7,24761.8750
1,14194.0000
3,3592.6667
1,25352.0000
2,19306.0000
1,19024.0000
1,3200.0000
1,33806.0000
3,20384.6667
4,32453.0000
14,10022.0714
1,19898.0000
1,9048.0000
3,3000.3333
3,8791.5000
10,10148.8000
1,25740.0000
3,14877.6667
1,22969.0000
8,7159.7500
1,11554.0000
4,18262.5000
1,39050.0000
1,16506.0000
1,23174.0000
1,5075.0000
24,5379.3600
3,9019.0000
5,12695.5000
3,16948.0000
1,8596.0000
1,13475.0000
1,20961.0000
1,23604.0000
6,6677.0000
1,7796.0000
2,17573.5000
1,22091.0000
1,42253.0000
7,12875.5714
1,31796.0000
1,19687.0000
8,4662.5000
1,30443.0000
4,3091.0000
1,11379.5000
1,27463.0000
4,10574.0000
1,15421.0000
1,17553.0000
3,6816.0000
1,19605.0000
4,12770.0000
8,17964.2222
1,34204.0000
2,18658.5000
38,3724.6047
1,15552.0000
2,31995.5000
5,16981.5000
3,25039.6667
2,9736.0000
3,15457.6667
17,2287.4500
1,24379.0000
9,2442.4444
8,11057.5556
4,12035.2500
2,8254.0000
1,17296.0000
1,17212.0000
1,9937.0000
5,19118.3333
3,22335.3333
6,7122.2857
1,10522.0000
2,24684.0000
1,21294.0000
4,3812.5000
1,15876.0000
1,18037.0000
1,26177.0000
2,13166.0000
3,12714.0000
2,18335.5000
2,13960.5000
1,26705.0000
14,6968.2000
3,23970.6667
34,2989.6857
1,2906.0000
6,6121.1667
1,15878.0000
3,6377.3333
4,12918.7500
20,8407.4286
4,16087.2500
1,12576.0000
1,5382.0000
1,17395.0000
1,14713.0000
1,10601.0000
7,8820.5000
1,32373.0000
1,8426.0000
4,15045.7500
2,10725.5000
4,15095.0000
1,5033.0000
5,8804.8333
1,20307.0000
1,25310.0000
3,10972.3333
1,8539.0000
1,14213.0000
1,15273.0000
1,9835.0000
1,4787.0000
2,12090.0000
1,18092.0000
6,18019.6667
4,17299.5000
1,12729.0000
1,19240.0000
4,10592.0000
1,20025.0000
5,14391.8000
2,17935.6667
1,9759.0000
13,3985.4615
1,25799.0000
2,35924.0000
1,19517.0000
1,26370.0000
1,31540.0000
3,14000.2500
1,9528.0000
1,17441.0000
1,24539.0000
6,10565.1667
3,8986.0000
1,19191.0000
1,19125.0000
9,6158.1111
3,6663.6667
2,34190.5000
3,25528.0000
8,3773.6250
1,19896.0000
1,24275.0000
1,12938.0000
3,14406.4000
1,20445.0000
11,4869.3077
3,23584.6667
1,15778.0000
11,12400.5000
1,22986.0000
2,17411.0000
3,6783.0000
2,17169.5000
7,19776.4286
1,24242.0000
2,12412.5000
2,11250.5000
2,19443.5000
1,19266.0000
14,16348.5714
5,7794.0000
1,15452.0000
1,44085.0000
1,6929.0000
1,12361.0000
23,2747.2609
1,37066.0000
2,4337.6667
1,36727.0000
1,11826.0000
1,31868.0000
31,6499.0833
1,10559.0000
2,25231.0000
2,20176.5000
5,9798.6000
1,18928.0000
1,14599.0000
2,25671.0000
2,23766.0000
1,21622.0000
3,23219.6667
1,9645.0000
24,4442.4231
4,4139.0000
4,10999.6000
1,8600.0000
1,21388.0000
1,24000.0000
2,36751.0000
2,11075.0000
1,6140.0000
1,10216.5000
2,17744.0000
19,14158.2381
2,13640.0000
1,18139.0000
1,20557.0000
7,18763.1250
1,12820.0000
1,14610.0000
3,6337.3333
1,22307.0000
2,15268.3333
1,17080.0000
1,11675.0000
3,22851.0000
2,28279.0000
12,15753.7333
3,12995.3333
10,4865.8000
1,17285.0000
2,27115.0000
1,24598.0000
2,15096.5000
6,11896.8333
1,22172.0000
3,27055.6667
1,5874.0000
1,16849.0000
2,27155.5000
1,14266.0000
4,11840.7500
10,5431.6000
1,18535.0000
3,3062.5000
5,16068.2000
3,11339.0000
7,3356.6250
3,4460.2500
3,25759.3333
1,21669.0000
1,21982.0000
6,2667.0000
1,15218.0000
8,2670.0000
1,24689.0000
19,12534.3810
1,27683.0000
1,36164.0000
4,9665.8000
3,5129.0000
2,9910.0000
1,23171.0000
4,5497.2500
1,10748.0000
3,12039.3333
1,25094.0000
4,6413.2500
2,7433.0000
1,12232.0000
1,24389.0000
5,18888.6000
53,5816.6800
1,31919.0000
2,8902.5000
2,27239.0000
1,20805.0000
1,17815.0000
4,11666.7500
3,10097.0000
2,19424.0000
1,38061.0000
1,15459.0000
28,3536.6944
1,22237.0000
2,14834.5000
1,23916.0000
11,3114.0000
5,7386.6000
1,10198.0000
4,17468.7500
8,17231.5000
1,15853.0000
2,17447.5000
1,9639.0000
1,12046.0000
5,15605.8333
2,13117.5000
1,22829.0000
3,14247.3333
3,17101.0000
2,21156.0000
11,8571.4167
3,3152.0000
1,15668.0000
11,11473.2857
4,12723.2500
1,15144.0000
3,2622.0000
1,11845.0000
1,27721.0000
4,6433.0000
1,24363.0000
2,17628.0000
1,27733.0000
16,4304.7895
27,12672.5938
1,10517.0000
5,15490.6000
2,16584.0000
5,8908.7143
1,17894.0000
1,10617.0000
34,2667.0233
3,7080.3333
1,14248.0000
6,7450.8333
4,15182.0000
1,11541.0000
5,3992.5000
21,7865.5000
4,9710.7500
1,11643.0000
5,10547.0000
2,12993.5000
4,6146.7500
1,12489.0000
1,17828.0000
2,26915.5000
3,4805.6667
2,23521.0000
2,29622.5000
11,9449.8462
7,5156.0000
1,28829.0000
2,22478.0000
3,12557.6667
3,13331.3333
4,6631.0000
1,19539.0000
2,36536.0000
1,15084.0000
4,6625.2500
2,22581.0000
1,31094.0000
2,10470.0000
2,7427.5000
1,44435.0000
3,13945.3333
1,20099.0000
6,6735.1667
5,9244.2000
1,9626.0000
1,11629.0000
2,11319.5000
4,21926.5000
1,11452.0000
5,10543.8000
1,7031.0000
1,16643.0000
1,13702.0000
1,35140.0000
2,10962.0000
1,18435.0000
1,16453.0000
7,17296.1429
2,18741.0000
5,25800.0000
1,4753.0000
1,21544.0000
1,12163.0000
1,6899.0000
3,3248.0000
18,2443.5238
3,9738.0000
2,6721.0000
3,6445.0000
2,13614.0000
8,12776.5000
5,5878.5000
1,26981.0000
1,12742.0000
1,26643.0000
7,8079.2857
1,10547.0000
1,16964.0000
1,16475.0000
1,29145.0000
1,15084.0000
1,7177.0000
4,9190.7500
5,12723.0000
2,13869.5000
2,26551.0000
1,13323.0000
7,11597.7143
4,8731.8000
4,9818.5000
1,12264.0000
1,12234.0000
3,10238.3333
3,41362.3333
3,16311.6667
1,18072.0000
14,7618.5000
2,9678.0000
1,32241.0000
1,8030.0000
6,12490.6667
1,19428.0000
1,18614.0000
1,14196.0000
1,17810.0000
2,9886.0000
1,32258.0000
11,12640.0909
1,23730.0000
3,20410.0000
3,12661.3333
2,15595.5000
10,6642.0769
1,13591.0000
1,13059.0000
2,23256.5000
2,30800.5000
2,7582.5000
1,16550.0000
3,14259.0000
5,8077.3333
1,27177.0000
5,21644.6000
1,14165.0000
2,19515.0000
2,14885.0000
3,20925.0000
3,14934.0000
2,3689.0000
1,15112.0000
1,14946.0000
6,5964.6667
1,5117.0000
2,19202.5000
1,33201.0000
4,15929.7500
1,16647.0000
2,12246.0000
5,18281.6000
1,32205.0000
1,36304.0000
1,12830.0000
1,29093.0000
2,7691.5000
1,28238.0000
1,13256.0000
1,7535.0000
2,5271.5000
1,16770.0000
1,10859.0000
1,10242.0000
1,18040.0000
2,16043.5000
1,5315.0000
1,12700.0000
1,14642.0000
3,9393.0000
3,9434.0000
1,11429.0000
2,8539.0000
1,17560.0000
1,20500.0000
4,12101.0000
1,25048.0000
1,10202.0000
2,30488.5000
4,12679.2500
2,10947.0000
3,20732.3333
1,12221.0000
2,11080.5000
5,9162.2000
6,9336.3333
1,14038.0000
1,22055.0000
2,13004.5000
1,29058.0000
2,8347.5000
1,27758.0000
7,8429.5714
5,15401.8000
2,16614.5000
1,9845.0000
29,3067.2286
1,40909.0000
1,18972.0000
3,12298.3333
1,13947.0000
2,18221.5000
1,31839.0000
2,13945.5000
1,21691.0000
4,11582.0000
1,23855.0000
1,9062.0000
1,10840.0000
1,11252.0000
4,8990.6000
1,54913.0000
2,11374.0000
2,15693.0000
1,14251.0000
1,15723.0000
1,25203.0000
1,6400.0000
14,10897.6087
6,11380.5714
1,9095.0000
1,15366.0000
1,17414.0000
15,4386.7778
1,18898.0000
1,14731.0000
2,11522.0000
2,27593.0000
1,13809.0000
2,11586.5000
1,26028.0000
1,17389.0000
1,22645.0000
1,20723.0000
1,16258.0000
2,8097.0000
7,5249.5000
10,3780.6154
4,19598.0000
2,15341.3333
2,11078.5000
1,9743.0000
1,15892.0000
1,42017.0000
1,20776.0000
4,9523.7500
1,14139.0000
4,8343.4000
1,23233.0000
1,5237.0000
1,78400.0000
2,9170.0000
3,11091.3333
1,38546.0000
2,13037.0000
4,8144.0000
1,18680.0000
1,9317.0000
1,6435.0000
1,15649.0000
5,8488.4000
1,5420.0000
1,9795.0000
7,11467.5714
6,11202.0000
1,8350.0000
3,5993.0000
5,12977.3333
3,10216.0000
1,42542.0000
2,11201.0000
1,21042.0000
1,10553.5000
1,26468.0000
4,4411.0000
3,16671.6667
1,10309.0000
1,31140.0000
1,15251.0000
11,2282.8125
1,11750.0000
1,19698.0000
6,5621.5000
6,14307.2857
3,26152.3333
1,15719.0000
1,19300.0000
1,5195.0000
3,3661.6667
1,8564.0000
1,10012.0000
1,14707.0000
1,5936.0000
3,18879.0000
9,6967.5000
1,6672.0000
1,9110.0000
1,10072.0000
2,56570.0000
1,19045.0000
5,6689.8000
2,26794.5000
2,14055.5000
2,2678.5000
1,22698.0000
1,30509.0000
7,3903.7500
1,16749.0000
1,14636.0000
3,5040.0000
2,14710.0000
8,15036.6667
1,19830.0000
1,7548.0000
1,19936.0000
1,17875.0000
1,11012.0000
3,6009.3333
3,7158.6667
1,19242.0000
1,22154.0000
1,9190.0000
3,14103.6667
3,7459.3333
1,19676.0000
7,10983.0000
5,11365.0000
18,2811.2273
1,20308.0000
34,8466.6744
2,7922.0000
2,8833.0000
1,24102.0000
1,11373.0000
1,11861.0000
2,20250.0000
1,12046.0000
5,6540.8571
2,3489.5000
3,10847.3333
1,23787.0000
3,27254.4000
1,6395.0000
3,4381.6667
3,22941.3333
1,25427.0000
1,18398.0000
1,25377.0000
1,24284.0000
24,2750.8148
5,25858.2000
1,15629.0000
1,29467.0000
2,13766.5000
2,59513.0000
4,9128.7500
3,16022.0000
1,15897.0000
1,23256.0000
2,11965.5000
1,27227.0000
1,9225.0000
1,14948.0000
3,12072.6667
8,5506.7500
2,15414.5000
1,7462.0000
1,5526.0000
4,5613.7500
1,11461.0000
1,9104.5000
6,8928.0000
14,13334.7500
1,17014.0000
2,2973.0000
2,13079.6667
1,29541.0000
1,13655.0000
2,9059.0000
9,6086.1000
1,20989.0000
1,35733.0000
1,23529.0000
1,8772.0000
9,2706.9000
8,7906.0000
1,32513.0000
12,5857.3846
2,6492.0000
2,10275.0000
1,19839.0000
1,9831.0000
1,20664.0000
1,16333.0000
1,29636.0000
1,13368.0000
3,2352.0000
2,14430.0000
8,12624.4545
1,7188.0000
3,3715.0000
10,8161.4615
1,22792.0000
2,18024.5000
2,15499.0000
2,18419.5000
2,12053.5000
1,8316.0000
4,10490.5000
5,19412.0000
1,7457.0000
3,9645.6667
1,14554.0000
1,13552.0000
1,17989.0000
2,21891.5000
3,18363.3333
1,19113.0000
1,35131.0000
1,30345.0000
1,32752.0000
4,11975.0000
1,49556.0000
1,15468.0000
1,14574.0000
1,10360.0000
1,8978.0000
2,9317.5000
2,15586.5000
1,17361.0000
1,17628.0000
1,12897.0000
1,22186.0000
1,13941.0000
2,27876.5000
1,22031.0000
3,6312.7500
1,6670.0000
2,20230.6667
1,10378.0000
1,4645.0000
1,9106.0000
5,10169.6000
1,15064.0000
1,17716.0000
6,13194.5000
1,17360.0000
1,23392.0000
1,18797.0000
1,10134.0000
8,2433.2500
1,19222.0000
5,5247.8000
1,26267.0000
2,10665.0000
1,20684.0000
1,25215.0000
1,14467.0000
1,28522.0000
4,14456.2500
1,16114.0000
1,19664.0000
2,13426.5000
2,5321.5000
3,16258.3333
1,11251.0000
3,6946.3333
1,14242.0000
2,25439.0000
3,18631.0000
1,11903.0000
2,11701.0000
1,12042.0000
2,23943.5000
2,22874.5000
2,15972.0000
4,6132.0000
1,33410.0000
1,23966.0000
1,23041.0000
1,14703.0000
1,40549.0000
1,51808.0000
1,38350.0000
10,3014.8182
1,20844.0000
1,26274.0000
1,40209.0000
4,3316.2500
1,13017.0000
6,3522.8333
1,11058.0000
1,17220.0000
2,24883.0000
1,16743.0000
9,7091.5556
1,13579.0000
1,13450.0000
2,7695.5000
2,28593.0000
1,16097.0000
1,34744.0000
1,13467.0000
1,15240.0000
2,12108.5000
1,22841.0000
1,29538.0000
2,11607.0000
1,37161.0000
4,18711.0000
1,17824.0000
1,5727.0000
3,19133.0000
2,6024.0000
1,11266.0000
6,7444.8333
1,14075.0000
14,4857.7857
3,15549.0000
1,14472.0000
1,22438.0000
1,15370.0000
2,17956.5000
1,16389.0000
1,24728.0000
1,26395.0000
9,9546.2727
1,34138.0000
2,4764.5000
3,18212.0000
1,28492.0000
1,17114.0000
1,17214.0000
1,21527.0000
3,15778.3333
1,19472.0000
2,10085.5000
1,20032.0000
1,8177.0000
2,4539.0000
1,30551.0000
1,7424.0000
3,2646.6667
3,6954.0000
1,14725.0000
2,16107.5000
1,17621.0000
2,14912.0000
3,7694.5000
2,9688.0000
3,6204.0000
2,8496.5000
1,10428.0000
1,27627.0000
7,14540.2222
1,19757.0000
1,9210.0000
1,22321.0000
2,25291.0000
1,38878.0000
1,4442.0000
1,31219.0000
1,29815.0000
1,19864.0000
1,10266.0000
15,4062.7333
2,14521.0000
3,11889.3333
1,22150.0000
1,18063.0000
3,7352.6667
2,13588.0000
2,15228.5000
1,17667.0000
1,40584.0000
2,19675.0000
5,14624.6000
2,15470.0000
2,12510.5000
2,13174.5000
4,11764.7500
8,11419.3000
1,13369.0000
2,12594.5000
6,18564.5714
1,27064.0000
2,7657.0000
1,10152.0000
2,25439.0000
1,18819.0000
5,12849.2000
4,15874.7500
6,6541.5714
1,24271.0000
1,14792.0000
4,11976.0000
1,14611.0000
1,23455.0000
1,26088.0000
2,21679.5000
2,14087.5000
2,9968.5000
4,19651.7500
1,12827.0000
6,8394.6667
1,2967.0000
4,11398.8333
5,5687.6667
11,6150.8462
1,29947.0000
1,29960.0000
1,22813.0000
1,28826.0000
1,24725.0000
1,7503.0000
1,35044.0000
3,18333.0000
1,20366.0000
2,5961.6667
2,9219.5000
1,5671.0000
1,4546.0000
4,1981.2000
2,9502.0000
